Velocity (cm/s),Time (ms),Force (10bit ADC),Potentiometer (10bit ADC)
-8.0,557.0,0,707
0.0,581.0,0,707
0.0,608.0,0,707
0.0,630.0,0,707
0.0,655.0,0,707
0.0,679.0,0,708
0.0,706.0,0,707
0.0,729.0,0,707
0.0,753.0,0,707
0.0,778.0,0,707
0.0,802.0,0,707
0.0,827.0,0,707
0.0,849.0,0,707
0.0,874.0,0,707
0.0,899.0,0,707
0.0,923.0,0,707
0.0,1212.0,0,707
0.0,1239.0,0,707
0.0,1556.0,0,707
0.0,1585.0,0,707
0.0,1892.0,0,707
0.0,1918.0,0,707
-8.0,2209.0,0,707
-8.0,2236.0,0,707
0.0,2539.0,0,707
0.0,2566.0,0,707
0.0,2881.0,0,707
0.0,2906.0,0,707
0.0,3223.0,0,707
0.0,3250.0,0,707
0.0,3551.0,0,707
0.0,3577.0,0,707
-8.0,3883.0,0,707
-8.0,3911.0,0,707
-8.0,4220.0,0,707
-8.0,4249.0,2,707
-8.0,4548.0,0,707
-8.0,4577.0,0,707
0.0,4880.0,417,682
0.0,4907.0,0,680
0.0,5554.0,366,674
0.0,5582.0,357,674
0.0,5892.0,356,674
0.0,5920.0,362,674
0.0,6232.0,361,674
0.0,6260.0,371,674
-8.0,6555.0,418,674
-8.0,6586.0,419,675
0.0,6891.0,321,675
0.0,6920.0,298,676
0.0,7217.0,296,684
0.0,7245.0,289,684
0.0,7553.0,101,685
0.0,7581.0,50,685
0.0,7886.0,1,685
0.0,7915.0,0,685
0.0,7942.0,0,685
-8.0,8228.0,0,685
-8.0,8255.0,0,685
-8.0,8282.0,0,685
-8.0,8556.0,0,665
-8.0,8583.0,0,663
-8.0,8613.0,389,662
0.0,8896.0,384,663
0.0,8925.0,337,664
0.0,8953.0,311,665
0.0,9228.0,324,675
0.0,9256.0,333,676
0.0,9285.0,337,676
0.0,9562.0,337,679
0.0,9590.0,337,679
0.0,9619.0,336,679
0.0,9885.0,324,679
0.0,9914.0,354,679
0.0,9943.0,352,679
0.0,10227.0,352,679
0.0,10256.0,360,680
0.0,10285.0,371,680
-8.0,10555.0,391,679
-8.0,10586.0,393,679
-8.0,10614.0,406,679
-8.0,10897.0,451,680
-8.0,10928.0,417,679
-8.0,10958.0,411,679
-8.0,11220.0,0,680
-8.0,11249.0,0,681
-8.0,11278.0,0,682
-8.0,11556.0,0,693
-8.0,11587.0,399,695
-8.0,11616.0,0,696
-8.0,11896.0,450,707
-8.0,11925.0,0,708
-8.0,11954.0,410,709
-8.0,12220.0,0,712
-8.0,12249.0,0,712
0.0,12277.0,0,712
0.0,12550.0,0,713
0.0,12578.0,415,712
0.0,12605.0,0,712
0.0,12892.0,402,713
0.0,12920.0,0,712
0.0,12949.0,0,713
0.0,13234.0,381,713
0.0,13262.0,397,712
0.0,13291.0,395,712
0.0,13561.0,405,713
0.0,13590.0,406,712
0.0,13621.0,407,713
-8.0,13901.0,408,713
-8.0,13930.0,436,712
-8.0,13961.0,433,712
0.0,14231.0,0,711
0.0,14260.0,464,710
0.0,14288.0,0,709
0.0,14577.0,0,702
0.0,14612.0,0,701
0.0,14641.0,1,700
0.0,14886.0,0,691
0.0,14913.0,0,690
0.0,14942.0,0,690
0.0,15226.0,0,680
0.0,15253.0,0,680
0.0,15282.0,0,680
0.0,15556.0,0,675
0.0,15583.0,0,675
0.0,15609.0,0,675
-8.0,15902.0,0,675
-8.0,15931.0,0,675
-8.0,15960.0,0,675
-8.0,16242.0,0,674
-8.0,16271.0,0,674
-8.0,16297.0,0,674
-8.0,16576.0,0,674
-8.0,16607.0,410,674
-8.0,16635.0,0,674
0.0,16906.0,378,674
0.0,16934.0,371,674
0.0,16965.0,374,674
0.0,17225.0,0,673
0.0,17254.0,0,674
0.0,17283.0,0,674
0.0,17567.0,0,674
0.0,17594.0,0,673
0.0,17623.0,0,674
0.0,17891.0,0,669
0.0,17920.0,0,668
0.0,17948.0,0,667
0.0,18239.0,0,650
0.0,18266.0,0,649
0.0,18294.0,0,648
-8.0,18565.0,0,643
-8.0,18591.0,0,643
-8.0,18618.0,0,643
-8.0,18911.0,0,641
-8.0,18939.0,0,641
-8.0,18968.0,1,640
-8.0,19236.0,0,640
-8.0,19265.0,0,641
-8.0,19294.0,0,641
-8.0,19570.0,0,642
-8.0,19599.0,401,642
-8.0,19628.0,0,643
-8.0,19892.0,420,653
-8.0,19922.0,396,654
-8.0,19953.0,397,655
-8.0,20236.0,402,664
-8.0,20267.0,432,665
-8.0,20299.0,424,666
0.0,20559.0,420,675
0.0,20588.0,420,675
0.0,20619.0,418,677
0.0,20905.0,381,683
0.0,20936.0,375,683
0.0,20965.0,376,683
0.0,21233.0,379,684
0.0,21264.0,382,684
0.0,21293.0,382,685
0.0,21577.0,381,684
0.0,21606.0,381,684
0.0,21635.0,381,684
0.0,21905.0,361,685
0.0,21934.0,358,685
0.0,21964.0,358,684
-8.0,22233.0,349,685
-8.0,22261.0,352,685
-8.0,22292.0,351,684
-8.0,22573.0,0,685
-8.0,22601.0,0,685
-8.0,22628.0,0,684
-8.0,22902.0,0,685
-8.0,22931.0,0,685
-8.0,22958.0,0,684
0.0,23232.0,0,685
0.0,23261.0,0,684
0.0,23287.0,0,685
0.0,23570.0,0,685
0.0,23597.0,0,684
0.0,23623.0,0,684
0.0,23902.0,0,684
0.0,23930.0,0,684
0.0,23957.0,1,685
0.0,24242.0,0,684
0.0,24270.0,0,685
0.0,24297.0,0,684
0.0,24588.0,0,685
-8.0,24616.0,0,684
-8.0,24645.0,0,685
-8.0,24895.0,0,685
-8.0,24924.0,0,684
-8.0,24952.0,0,684
-8.0,25241.0,0,685
-8.0,25270.0,0,684
-8.0,25300.0,0,685
-8.0,25569.0,0,685
-8.0,25597.0,0,685
-8.0,25626.0,0,684
-8.0,25915.0,367,684
-8.0,25944.0,363,685
-8.0,25976.0,382,687
-8.0,26238.0,0,696
-8.0,26269.0,389,697
-8.0,26298.0,0,698
0.0,26583.0,389,702
0.0,26611.0,0,701
0.0,26640.0,335,702
0.0,26908.0,0,702
0.0,26937.0,0,702
0.0,26966.0,360,702
0.0,27240.0,1,703
0.0,27269.0,0,702
0.0,27295.0,0,702
0.0,27578.0,0,702
0.0,27604.0,0,702
0.0,27631.0,0,701
-8.0,27912.0,0,702
-8.0,27940.0,2,702
-8.0,27969.0,0,702
-8.0,28250.0,0,702
-8.0,28278.0,0,702
-8.0,28307.0,0,702
-8.0,28583.0,0,702
