Velocity (cm/s),Time (ms),Force (10bit ADC),Potentiometer (10bit ADC)
0.0,555.0,0,738
0.0,581.0,0,738
0.0,608.0,0,738
0.0,632.0,0,737
0.0,659.0,0,737
0.0,684.0,0,737
0.0,710.0,0,738
0.0,737.0,0,738
0.0,768.0,0,738
0.0,794.0,0,737
0.0,821.0,0,738
0.0,845.0,0,737
0.0,872.0,0,738
0.0,897.0,0,737
0.0,923.0,0,738
0.0,948.0,0,737
0.0,972.0,0,737
0.0,999.0,0,737
0.0,1024.0,0,737
0.0,1048.0,0,738
0.0,1075.0,0,737
0.0,1099.0,0,737
0.0,1126.0,0,737
0.0,1150.0,0,737
0.0,1177.0,0,737
0.0,1202.0,0,737
0.0,1228.0,0,737
0.0,1253.0,0,737
0.0,1280.0,0,738
0.0,1304.0,0,737
0.0,1331.0,0,738
0.0,1355.0,0,737
0.0,1382.0,0,737
0.0,1406.0,0,737
0.0,1433.0,0,737
0.0,1458.0,0,738
0.0,1484.0,0,737
0.0,1509.0,0,737
0.0,1536.0,0,737
0.0,1560.0,0,737
0.0,1587.0,0,737
0.0,1613.0,0,737
0.0,1638.0,0,737
0.0,1665.0,0,737
0.0,1689.0,0,738
0.0,1714.0,0,737
0.0,1740.0,0,737
0.0,1765.0,0,737
0.0,1792.0,0,737
0.0,1818.0,0,737
0.0,1843.0,0,738
0.0,1910.0,0,738
0.0,1935.0,0,737
0.0,1961.0,0,737
0.0,1986.0,0,737
0.0,2013.0,0,738
-3.0,2258.0,0,737
-3.0,2285.0,0,737
-3.0,2314.0,0,737
-3.0,2340.0,0,737
-3.0,2369.0,0,738
-3.0,2617.0,0,737
-3.0,2646.0,0,737
-3.0,2672.0,0,737
-3.0,2701.0,0,738
-3.0,2727.0,0,737
-3.0,2945.0,0,737
-3.0,2971.0,0,737
-3.0,3000.0,0,737
-3.0,3026.0,0,737
-3.0,3268.0,0,737
-3.0,3297.0,0,737
-3.0,3325.0,0,738
-3.0,3354.0,0,738
-3.0,3616.0,0,738
-3.0,3643.0,0,737
-3.0,3670.0,0,737
-3.0,3696.0,0,737
-3.0,3954.0,0,737
