LoadID,center_x,center_y,angle (radians from x axis),time,Frame Number
73,332.12037406158447,121.42938459777831,3.0860944729977398,0.5596124697625139,0
17,329.4821697845459,115.8073500957489,5.2176780210010705,0.5596361351217882,0
40,367.4030625,97.35740625,-3.141592653589793,0.5596458293653463,0
70,331.97048301696776,70.92857406330108,3.112189542043743,0.5596538128600413,0
73,332.12037406158447,121.42938459777831,3.0860944729977398,0.5981385341619441,1
40,367.4030625,97.35740625,-3.141592653589793,0.5981610590219762,1
17,329.4941080093384,115.80073567390441,5.2176780210010705,0.5981696127662923,1
70,331.97474922943115,70.92869954013824,3.112189188472589,0.5981781665106084,1
73,332.1265762023926,121.42915156936645,3.08283751859556,0.6263399440471071,2
17,329.4941080093384,115.80073567390441,5.2176780210010705,0.6263618986575183,2
40,367.34878480529784,97.34484064102172,3.079172350374266,0.6263715929010765,2
70,331.99891248321535,70.92993638324738,3.108271657711546,0.6263804317702031,2
73,332.12037406158447,121.42938459777831,3.0860944729977398,0.6585792914990608,3
40,367.4030625,97.35740625,-3.141592653589793,0.6586015312342824,3
17,329.4821697845459,115.8073500957489,5.2176780210010705,0.6586100849785985,3
70,331.97489263153074,70.92438403320313,3.112189188472589,0.6586189238477251,3
73,332.1265762023926,121.42915156936645,3.08283751859556,0.6895210359382716,4
17,329.4941080093384,115.80073567390441,5.2176780210010705,0.6895418500494407,4
40,367.54990625,97.35740625,-3.141592653589793,0.6895515442929988,4
70,331.97489263153074,70.92438403320313,3.112189188472589,0.6895595277876938,4
73,332.13518032836913,121.42966243934632,3.0828361412108123,0.7212214974983149,5
40,367.4030625,97.35740625,-3.141592653589793,0.721242881859105,5
17,329.4941080093384,115.80073567390441,5.2176780210010705,0.7212514356034211,5
70,331.9878705215454,70.9247649450302,3.1121892765430226,0.721259989347737,5
73,332.12037406158447,121.42938459777831,3.0860944729977398,0.7693465737692017,6
17,329.4941080093384,115.80073567390441,5.2176780210010705,0.7693676730051813,6
40,367.4030625,97.35740625,-3.141592653589793,0.7693767969991184,6
70,331.97048301696776,70.92857406330108,3.112189542043743,0.7693844953690028,6
73,332.12037406158447,121.42938459777831,3.0860944729977398,0.8112622019162669,7
40,367.4030625,97.35740625,-3.141592653589793,0.8112815904033832,7
17,329.4941080093384,115.80073567390441,5.2176780210010705,0.8112898590228886,7
70,331.97474922943115,70.92869954013824,3.112189188472589,0.8112984127672047,7
73,332.117972076416,121.42864966201782,3.0828361412108123,0.8433726729538589,8
17,329.4319073486328,115.83514321517944,5.2176780210010705,0.8433920614409752,8
40,367.4030625,97.35740625,-3.141592653589793,0.8434011854349123,8
70,331.97048301696776,70.92857406330108,3.112189542043743,0.8434085986799862,8
73,332.0871047744751,121.36636833763122,3.0828361412108123,0.8746856498963856,9
40,367.2499449081421,97.34312877845764,3.094010116766622,0.8747061788827442,9
17,329.3251086349487,115.84708143997192,5.226839959309688,0.8747150177518707,9
70,331.866875,70.92553124999999,-3.141592653589793,0.8747232863713762,9
73,332.08663871765134,121.37497246360779,3.0828361412108123,0.9062848921486891,10
17,329.3251086349487,115.84708143997192,5.226839959309688,0.9063031401365634,10
40,367.2499449081421,97.34312877845764,3.094010116766622,0.9063122641305005,10
70,331.866875,70.92553124999999,-3.141592653589793,0.906320532750006,10
73,332.0871047744751,121.36636833763122,3.0828361412108123,0.9374652860543174,11
40,367.24295405578613,97.34278819847107,3.0940105393076984,0.9374849596662443,11
17,329.3472642593384,115.80073567390441,5.217676901777217,0.9374940836601814,11
70,331.866875,70.92553124999999,-3.141592653589793,0.9375026374044975,11
32,332.10212614440917,121.2890477180481,6.216615508526081,0.9665788102083807,12
30,331.866875,71.072375,0.0,0.966598198695497,12
40,367.4030625,97.35740625,-3.141592653589793,0.9666050416909499,12
32,332.09237480163574,121.28840240859985,6.216616962289981,0.9977187163909129,13
30,331.866875,71.072375,0.0,0.9978324811903162,13
40,367.4030625,97.35740625,-3.141592653589793,0.9978418903090639,13
32,332.10212614440917,121.2890477180481,6.216615508526081,1.0396811050069057,14
30,331.866875,71.072375,0.0,1.0397002083692115,14
40,367.4030625,97.35740625,-3.141592653589793,1.0397070513646645,14
32,332.1014808349609,121.29879009819031,6.216615508526081,1.0659422405563812,15
30,331.866875,71.072375,0.0,1.0659621992931185,15
40,367.4030625,97.35740625,-3.141592653589793,1.0659687571637608,15
32,332.10212614440917,121.2890477180481,6.216615508526081,1.092256409320616,16
30,331.866875,71.072375,0.0,1.0922760829325429,16
40,367.4030625,97.35740625,-3.141592653589793,1.0922826408031852,16
32,332.1118774871826,121.28970199012755,6.216617507791029,1.1227801607875831,17
30,331.866875,71.072375,0.0,1.122799264149889,17
40,367.4030625,97.35740625,-3.141592653589793,1.122806107145342,17
32,332.17099500274657,121.28384939193725,6.216617326692218,1.1684397628217775,18
30,331.866875,71.072375,0.0,1.1684588661840833,18
40,367.4030625,97.35740625,-3.141592653589793,1.1684654240547256,18
32,332.1045639801025,121.4267137336731,6.218757593327001,1.2015293524587454,19
30,331.866875,71.072375,0.0,1.2015493111954827,19
40,367.4030625,97.35740625,-3.141592653589793,1.2015561541909356,19
32,332.4289395294189,121.42966243934632,6.224428371839407,1.4328285863854044,20
30,332.01371875,71.072375,0.0,1.432855102992784,20
40,367.69675,97.35740625,-3.141592653589793,1.4328665079852054,20
32,332.39445132446286,121.42763688468932,6.224428851977998,1.473301197866354,21
30,332.16056249999997,70.92553124999999,0.0,1.4733197309790387,21
40,367.69675,97.35740625,-3.141592653589793,1.4733277144737338,21
