LoadID,center_x,center_y,angle (radians from x axis),time,Frame Number
03,359.42434893035886,82.53025653457641,6.241542728080998,0.5686130046566584,0
73,359.6889258041382,107.26376669311523,3.070286455969574,0.5686332485182064,0
03,359.4306944732666,82.52440393638611,6.241543791877824,0.6067635596806146,1
73,359.6830463180542,107.21922241592407,3.0309357553533367,0.6067849440414047,1
03,359.43807968139646,82.53064192771912,6.243207896949258,0.6378430194033136,2
73,359.69462603759763,107.25812919807434,3.064820534577154,0.6378632632648615,2
73,359.6889258041382,107.26376669311523,3.070286455969574,0.667573268522563,3
03,359.42434893035886,82.53025653457641,6.241542728080998,0.6995024001806551,4
73,359.69376562499997,107.269359375,3.064820534577154,0.6995232142918241,4
03,359.4306944732666,82.52440393638611,6.241543791877824,0.7302984458416827,5
73,359.6619303588867,107.20947107315064,3.0244828803398147,0.730317834328799,5
73,359.6874200820923,107.28464066123962,3.070286455969574,0.7810757531001621,6
36,359.6889258041382,107.26376669311523,6.2118791095593675,0.8080137749498465,7
03,359.42459988403317,82.52415298271178,6.241542728080998,0.8404387386534582,8
73,359.6888899536133,107.26376669311523,3.070286455969574,0.8404584122653851,8
73,359.6874200820923,107.28464066123962,3.070286455969574,0.8703061328065748,9
73,359.6881729431152,107.27419919586181,3.070286455969574,0.9014668531002761,10
32,359.67014012908936,107.18670598983765,6.188233072393919,0.9316615705358864,11
30,361.76327302551266,59.01397476673126,6.200043600311133,0.9316878020184556,11
03,359.35945948028564,82.47249237632751,6.241543227348261,0.9316994921356875,11
32,359.67014012908936,107.18670598983765,6.188233072393919,0.9639311412177567,12
27,359.37182791137695,81.94055125045776,6.244742487703846,0.963950529704873,12
30,361.7538801879883,59.01390754699707,6.2033549785725075,0.9639593685739996,12
32,359.67014012908936,107.18670598983765,6.188233072393919,1.006392498252185,13
30,361.76327302551266,59.01397476673126,6.200043600311133,1.0064118867393013,13
03,359.35874246978756,82.49081199455262,6.241543227348261,1.0064210107332383,13
32,359.67014012908936,107.18670598983765,6.188233072393919,1.0404557891171282,14
30,361.7529480743408,59.0255813741684,6.2033549785725075,1.040474892479434,14
03,359.3465174407959,82.49031008720398,6.241543227348261,1.040484016473371,14
32,359.67014012908936,107.18670598983765,6.188233072393919,1.0716299102769247,15
30,361.75068949127194,59.01553874588012,6.211877639619752,1.0716487285144198,15
03,359.35361584472656,82.46612890815734,6.241541731591878,1.0716581376331675,15
32,359.67014012908936,107.18670598983765,6.188233072393919,1.1025782125867778,16
30,361.749936630249,59.02597124862671,6.211877639619752,1.102597030824273,16
07,359.3436493988037,82.52684177207946,6.244741567715539,1.1026061548182102,16
32,359.67014012908936,107.18670598983765,6.188233072393919,1.1335524612543895,17
