Velocity (cm/s),Time (ms),Force (10bit ADC),Potentiometer (10bit ADC)
0.0,552.0,0,790
0.0,579.0,0,791
0.0,604.0,0,790
0.0,630.0,0,791
0.0,655.0,0,790
0.0,679.0,0,791
0.0,704.0,0,790
0.0,729.0,0,790
0.0,753.0,0,790
0.0,780.0,0,790
0.0,804.0,0,790
0.0,829.0,0,791
0.0,854.0,0,790
0.0,880.0,0,791
0.0,905.0,0,790
0.0,929.0,0,791
0.0,954.0,0,790
0.0,978.0,0,791
0.0,1003.0,0,790
0.0,1028.0,0,790
0.0,1054.0,0,791
0.0,1079.0,0,790
0.0,1105.0,0,790
0.0,1134.0,0,790
0.0,1161.0,0,789
0.0,1187.0,0,791
0.0,1214.0,0,790
0.0,1241.0,0,791
0.0,1269.0,0,790
0.0,1296.0,0,790
0.0,1323.0,0,790
0.0,1349.0,0,791
0.0,1378.0,0,790
0.0,1404.0,0,790
0.0,1431.0,0,791
0.0,1458.0,0,790
0.0,1484.0,0,790
0.0,1511.0,0,790
0.0,1540.0,0,790
0.0,1566.0,0,790
0.0,1593.0,0,790
0.0,1619.0,0,790
0.0,1648.0,0,791
0.0,1675.0,0,790
0.0,1701.0,0,790
0.0,1728.0,0,791
0.0,1755.0,0,790
0.0,1783.0,0,791
0.0,1810.0,0,791
0.0,1921.0,0,790
0.0,1947.0,0,790
0.0,1976.0,0,790
0.0,2002.0,0,790
0.0,2029.0,0,791
-3.0,2250.0,0,791
-3.0,2279.0,0,790
-3.0,2306.0,0,790
-3.0,2332.0,0,790
-3.0,2361.0,0,790
-3.0,2590.0,0,790
-3.0,2619.0,0,790
-3.0,2648.0,0,790
-3.0,2674.0,0,790
-3.0,2701.0,0,789
-3.0,2918.0,0,772
-3.0,2945.0,0,770
-3.0,2971.0,0,768
-3.0,3000.0,0,766
-3.0,3028.0,8,764
-3.0,3262.0,151,752
-3.0,3293.0,120,752
-3.0,3321.0,175,750
-3.0,3350.0,332,749
-3.0,3586.0,274,745
-3.0,3614.0,226,744
-3.0,3643.0,197,744
-3.0,3672.0,318,743
-3.0,3700.0,290,743
-3.0,3923.0,355,741
-3.0,3954.0,410,741
-3.0,3983.0,423,740
-3.0,4012.0,413,740
-3.0,4259.0,430,739
-3.0,4290.0,440,739
-3.0,4321.0,452,739
-3.0,4352.0,424,739
-3.0,4382.0,364,739
-3.0,4587.0,470,739
-3.0,4616.0,448,739
-3.0,4644.0,452,739
-3.0,4673.0,455,739
-3.0,4931.0,433,739
-3.0,4960.0,443,739
-3.0,4990.0,422,739
-3.0,5019.0,428,739
-3.0,5263.0,429,739
-3.0,5292.0,433,739
-3.0,5322.0,437,739
-3.0,5351.0,439,739
-3.0,5382.0,377,739
-3.0,5601.0,428,739
-3.0,5629.0,427,739
-3.0,5660.0,382,739
-3.0,5691.0,416,739
-3.0,5928.0,410,740
-3.0,5959.0,381,740
-3.0,5990.0,405,741
-3.0,6019.0,401,740
-3.0,6047.0,399,740
-3.34,6266.0,423,743
-3.34,6295.0,429,744
-3.34,6326.0,408,743
-3.34,6354.0,362,744
-3.34,6383.0,456,745
-3.34,6598.0,438,747
-3.34,6627.0,437,747
-3.34,6656.0,413,748
-3.34,6686.0,422,748
-3.34,6715.0,430,748
-3.34,6938.0,391,749
-3.34,6967.0,410,749
-3.34,6995.0,411,749
-3.34,7024.0,417,750
-3.34,7053.0,418,749
-3.34,7254.0,420,751
-3.34,7282.0,420,751
-3.34,7311.0,427,751
-3.34,7340.0,437,751
-3.34,7368.0,427,751
-3.34,7596.0,429,752
-3.34,7626.0,429,753
-3.34,7655.0,428,752
-3.34,7684.0,436,753
-3.34,7712.0,433,753
-3.34,7923.0,433,754
-3.34,7952.0,415,753
-3.34,7981.0,420,753
-3.34,8009.0,436,754
-3.68,8265.0,411,754
-3.68,8294.0,438,755
-3.68,8325.0,420,754
-3.68,8353.0,431,754
-3.68,8382.0,448,754
-3.68,8595.0,436,755
-3.68,8624.0,440,754
-3.68,8652.0,447,755
-3.68,8681.0,449,755
-3.68,8929.0,455,756
-3.68,8957.0,457,757
-3.68,8988.0,453,756
-3.68,9017.0,419,756
-3.68,9265.0,459,758
-3.68,9293.0,442,759
-3.68,9324.0,461,759
-3.68,9353.0,449,759
-3.68,9383.0,428,759
-3.68,9590.0,461,760
-3.68,9619.0,454,760
-3.68,9650.0,465,760
-3.68,9680.0,466,761
-3.68,9934.0,441,761
-3.68,9963.0,447,762
-3.68,9994.0,453,762
-3.68,10022.0,441,761
-3.68,10053.0,456,761
-3.68,10084.0,448,761
-3.35,10262.0,463,762
-3.35,10293.0,445,762
-3.35,10321.0,460,762
-3.35,10350.0,462,761
-3.35,10381.0,460,761
-3.35,10412.0,460,762
-3.35,10604.0,459,762
-3.35,10635.0,455,762
-3.35,10663.0,459,761
-3.35,10694.0,458,761
-3.35,10723.0,452,761
-3.35,10754.0,458,761
-3.35,10932.0,455,761
-3.35,10960.0,458,762
-3.35,10991.0,448,762
-3.35,11022.0,453,761
-3.35,11051.0,462,762
-3.35,11081.0,435,762
-3.35,11274.0,437,762
-3.35,11304.0,449,761
-3.35,11333.0,460,762
-3.35,11364.0,455,761
-3.35,11393.0,435,762
-3.35,11630.0,464,762
-3.35,11661.0,430,761
-3.35,11689.0,430,762
-3.35,11722.0,454,761
-3.35,11753.0,455,762
-3.35,11782.0,440,761
-3.35,12013.0,455,761
-3.35,12044.0,459,762
-3.35,12075.0,457,761
-3.35,12103.0,459,761
-3.69,12134.0,435,762
-3.69,12306.0,424,762
-3.69,12337.0,447,761
-3.69,12367.0,448,762
-3.69,12398.0,436,761
-3.69,12427.0,444,762
-3.69,12627.0,445,761
-3.69,12658.0,442,761
-3.69,12687.0,454,762
-3.69,12718.0,461,761
-3.69,12748.0,454,762
-3.69,12974.0,475,761
-3.69,13002.0,484,761
-3.69,13033.0,474,761
-3.69,13062.0,475,761
-3.69,13092.0,471,761
-3.69,13123.0,478,762
-3.69,13303.0,480,762
-3.69,13332.0,462,762
-3.69,13363.0,466,761
-3.69,13393.0,475,762
-3.69,13422.0,465,761
-3.69,13647.0,446,760
-3.69,13678.0,471,760
-3.69,13709.0,427,759
-3.69,13740.0,466,759
-3.69,13772.0,468,759
-3.69,13803.0,466,759
-3.69,14002.0,473,755
-3.69,14034.0,470,755
-3.69,14063.0,472,755
-3.69,14092.0,467,755
-4.02,14123.0,487,754
-4.02,14153.0,473,754
-4.02,14358.0,467,752
-4.02,14389.0,488,752
-4.02,14417.0,474,753
-4.02,14448.0,472,751
-4.02,14479.0,477,752
-4.02,14508.0,482,751
-4.02,14718.0,387,748
-4.02,14749.0,473,747
-4.02,14780.0,501,747
-4.02,14811.0,451,747
-4.02,14843.0,496,746
-4.02,15067.0,432,745
-4.02,15097.0,352,744
-4.02,15130.0,371,744
-4.02,15161.0,491,745
-4.02,15192.0,454,745
-4.02,15400.0,417,744
-4.02,15431.0,434,744
-4.02,15460.0,442,744
-4.02,15491.0,412,744
-4.02,15519.0,400,743
-4.02,15550.0,435,744
-4.02,15732.0,412,743
-4.02,15763.0,440,742
-4.02,15792.0,435,743
-4.02,15822.0,426,742
-4.02,15851.0,448,741
-4.02,16076.0,411,739
-4.02,16105.0,447,738
-3.72,16136.0,431,739
-3.72,16166.0,417,738
-3.72,16195.0,439,737
-3.72,16226.0,390,737
-3.72,16402.0,411,735
-3.72,16431.0,401,735
-3.72,16461.0,387,735
-3.72,16490.0,386,735
-3.72,16521.0,390,733
-3.72,16549.0,381,734
-3.72,16744.0,367,733
-3.72,16775.0,373,733
-3.72,16803.0,371,733
-3.72,16834.0,204,732
-3.72,16865.0,226,733
-3.72,16893.0,242,733
-3.72,17072.0,358,733
-3.72,17100.0,361,732
-3.72,17131.0,356,732
-3.72,17160.0,367,732
-3.72,17190.0,374,732
-3.72,17221.0,377,732
-3.72,17412.0,115,730
-3.72,17448.0,235,730
-3.72,17479.0,236,731
-3.72,17510.0,273,730
-3.72,17539.0,191,731
-3.72,17569.0,271,730
-3.72,17772.0,141,730
-3.72,17801.0,64,730
-3.72,17831.0,144,730
-3.72,17862.0,230,729
-3.72,17891.0,203,730
-3.72,18102.0,148,730
-3.42,18130.0,162,729
-3.42,18161.0,133,730
-3.42,18188.0,7,730
-3.42,18216.0,2,729
-3.42,18245.0,0,729
-3.42,18425.0,0,729
-3.42,18452.0,0,729
-3.42,18485.0,48,729
-3.42,18515.0,149,729
-3.42,18544.0,163,729
-3.42,18575.0,164,729
-3.42,18804.0,76,730
-3.42,18831.0,51,729
-3.42,18860.0,0,729
-3.42,18886.0,0,729
-3.42,18913.0,0,730
-3.42,18939.0,0,729
-3.42,19142.0,0,729
-3.42,19169.0,0,729
-3.42,19197.0,0,729
-3.42,19224.0,0,730
-3.42,19253.0,0,729
-3.42,19470.0,0,730
-3.42,19496.0,0,729
-3.42,19523.0,0,729
-3.42,19552.0,0,729
-3.42,19580.0,0,729
-3.42,19798.0,0,729
-3.42,19828.0,0,730
-3.42,19855.0,0,729
-3.42,19884.0,0,729
-3.42,19912.0,0,729
-3.42,19939.0,0,729
-3.73,20140.0,0,730
-3.73,20166.0,0,730
-3.73,20195.0,0,729
-3.73,20224.0,0,729
-3.73,20250.0,0,729
-3.73,20279.0,0,729
-3.73,20467.0,0,729
-3.73,20494.0,0,730
-3.73,20523.0,0,729
-3.73,20551.0,0,729
-3.73,20580.0,0,729
-3.73,20609.0,0,729
-3.73,20813.0,0,729
-3.73,20842.0,0,729
-3.73,20871.0,0,730
-3.73,20899.0,0,729
-3.73,20926.0,0,729
-3.73,20955.0,0,730
-3.73,21137.0,0,729
-3.73,21166.0,0,730
-3.73,21194.0,0,730
-3.73,21221.0,0,729
-3.73,21250.0,0,730
-3.73,21278.0,0,729
-3.73,21465.0,0,729
-3.73,21491.0,0,730
-3.73,21518.0,0,730
-3.73,21547.0,0,730
-3.73,21575.0,0,730
-3.73,21604.0,0,729
-3.73,21809.0,0,729
-3.73,21835.0,0,730
-3.73,21864.0,0,729
-3.73,21893.0,0,729
-3.73,21919.0,0,729
-3.73,21948.0,0,730
-4.03,22134.0,0,729
-4.03,22161.0,0,729
-4.03,22190.0,0,729
-4.03,22216.0,0,729
-4.03,22245.0,0,729
-4.03,22272.0,0,729
-4.03,22476.0,0,729
-4.03,22503.0,0,729
-4.03,22532.0,0,730
-4.03,22560.0,0,729
-4.03,22587.0,0,729
-4.03,22616.0,0,730
-4.03,22843.0,0,729
