Velocity (cm/s),Time (ms),Force (10bit ADC),Potentiometer (10bit ADC)
0.0,555.0,312,777
0.0,583.0,312,776
0.0,612.0,307,776
0.0,638.0,311,776
0.0,665.0,307,777
0.0,692.0,312,776
0.0,718.0,310,777
0.0,745.0,288,776
0.0,772.0,300,776
0.0,798.0,288,777
0.0,827.0,304,777
0.0,854.0,300,776
0.0,880.0,305,777
0.0,907.0,304,776
0.0,933.0,305,776
0.0,962.0,306,777
0.0,989.0,306,776
0.0,1015.0,307,777
0.0,1044.0,307,777
0.0,1073.0,307,777
0.0,1101.0,307,777
0.0,1130.0,307,777
0.0,1157.0,307,776
0.0,1183.0,307,776
0.0,1212.0,306,777
0.0,1241.0,308,777
0.0,1384.0,307,777
0.0,1413.0,307,777
0.0,1441.0,307,777
0.0,1724.0,310,777
0.0,1755.0,316,777
0.0,1783.0,320,777
0.0,2086.0,353,776
-3.0,2115.0,344,777
-3.0,2144.0,366,777
-3.0,2433.0,368,777
-3.0,2463.0,384,777
-3.0,2492.0,375,777
-3.0,2772.0,325,777
-3.0,2801.0,336,777
-3.0,2832.0,334,777
-3.0,3125.0,405,776
-3.0,3155.0,404,777
-3.0,3186.0,388,777
-3.0,3454.0,340,777
-3.0,3485.0,378,777
-3.0,3516.0,365,777
-3.0,3784.0,334,777
-3.0,3813.0,347,776
-3.0,3844.0,342,776
-3.38,4145.0,370,777
-3.38,4175.0,377,776
-3.38,4204.0,377,777
-3.38,4472.0,385,776
-3.38,4503.0,390,777
-3.38,4532.0,387,777
-3.38,4829.0,394,777
-3.38,4859.0,391,777
-3.38,4890.0,393,777
-3.38,5158.0,399,777
-3.38,5189.0,377,777
-3.38,5218.0,402,777
-3.38,5488.0,407,777
-3.38,5517.0,400,777
-3.38,5548.0,400,777
-3.38,5820.0,412,776
-3.38,5851.0,413,777
-3.38,5881.0,383,777
-3.74,6184.0,328,777
-3.74,6213.0,410,777
-3.74,6242.0,434,777
-3.74,6531.0,401,777
-3.74,6559.0,425,777
-3.74,6588.0,434,777
-3.74,6854.0,407,776
-3.74,6883.0,420,776
-3.74,6912.0,387,777
-3.74,7200.0,420,777
-3.74,7229.0,397,777
-3.74,7258.0,397,777
-3.74,7555.0,391,776
-3.74,7630.0,391,777
-3.74,7659.0,389,777
-3.74,7897.0,396,777
-3.74,7927.0,378,778
-3.74,7956.0,380,777
-4.08,8257.0,408,782
-4.08,8286.0,399,782
-4.08,8314.0,396,781
-4.08,8583.0,414,784
-4.08,8613.0,372,784
-4.08,8642.0,387,784
-4.08,8929.0,403,788
-4.08,8957.0,410,789
-4.08,8988.0,402,789
-4.08,9254.0,403,791
-4.08,9283.0,417,791
-4.08,9312.0,399,791
-4.08,9588.0,413,793
-4.08,9619.0,406,794
-4.08,9650.0,410,793
-4.08,9924.0,417,796
-4.08,9953.0,419,796
-4.08,9981.0,419,797
-4.44,10268.0,405,800
-4.44,10299.0,424,800
-4.44,10328.0,430,800
-4.44,10358.0,410,799
-4.44,10612.0,443,801
-4.44,10643.0,444,801
-4.44,10674.0,444,802
-4.44,10702.0,433,801
-4.44,10969.0,454,802
-4.44,10999.0,454,802
-4.44,11028.0,446,802
-4.44,11059.0,453,802
-4.44,11317.0,448,802
-4.44,11345.0,453,803
-4.44,11378.0,442,802
-4.44,11409.0,467,803
-4.44,11782.0,463,803
-4.44,11812.0,464,803
-4.44,11843.0,457,802
-4.44,11872.0,462,802
-4.78,12122.0,467,803
-4.78,12152.0,470,802
-4.78,12181.0,461,802
-4.78,12212.0,462,803
-4.78,12466.0,461,802
-4.78,12494.0,463,802
-4.78,12523.0,451,802
-4.78,12554.0,454,802
-4.78,12812.0,453,803
-4.78,12843.0,442,802
-4.78,12871.0,464,803
-4.78,12902.0,464,803
-4.78,13152.0,475,803
-4.78,13182.0,482,802
-4.78,13211.0,487,803
-4.78,13242.0,494,803
-4.78,13508.0,505,803
-4.78,13539.0,505,802
-4.78,13568.0,510,803
-4.78,13598.0,482,802
