Velocity (cm/s),Time (ms),Force (10bit ADC),Potentiometer (10bit ADC)
0.0,557.0,206,786
0.0,583.0,205,786
0.0,610.0,205,785
0.0,636.0,205,786
0.0,665.0,206,785
0.0,692.0,205,786
0.0,718.0,205,786
0.0,747.0,206,785
0.0,776.0,206,786
0.0,802.0,206,785
0.0,831.0,205,785
0.0,860.0,205,785
0.0,888.0,205,786
0.0,915.0,205,785
0.0,944.0,205,785
0.0,970.0,205,785
0.0,999.0,205,785
0.0,1026.0,205,785
0.0,1052.0,205,785
0.0,1081.0,205,786
0.0,1110.0,205,785
0.0,1138.0,206,785
0.0,1167.0,205,785
0.0,1378.0,205,785
0.0,1404.0,205,785
0.0,1431.0,205,785
0.0,1742.0,205,786
0.0,1773.0,205,785
0.0,1802.0,205,785
0.0,2080.0,204,785
-3.0,2109.0,204,785
-3.0,2138.0,203,785
-3.0,2420.0,206,786
-3.0,2451.0,207,785
-3.0,2480.0,206,785
-3.0,2783.0,284,785
-3.0,2811.0,271,785
-3.0,2840.0,285,785
-3.0,3129.0,326,785
-3.0,3158.0,320,785
-3.0,3186.0,327,785
-3.0,3469.0,329,786
-3.0,3497.0,330,786
-3.0,3526.0,342,786
-3.0,3821.0,322,789
-3.0,3852.0,324,790
-3.0,3880.0,332,790
-3.0,4153.0,346,790
-3.0,4182.0,346,790
-3.0,4210.0,341,790
-3.0,4483.0,347,790
-3.0,4511.0,351,791
-3.0,4542.0,352,791
-3.0,4841.0,361,794
-3.0,4872.0,359,795
-3.0,4902.0,355,795
-3.0,5173.0,348,797
-3.0,5201.0,339,796
-3.0,5232.0,344,797
-3.0,5527.0,349,796
-3.0,5556.0,348,797
-3.0,5586.0,344,797
-3.0,5857.0,342,797
-3.0,5890.0,328,797
-3.0,5918.0,333,797
-3.27,6187.0,337,797
-3.27,6217.0,339,797
-3.27,6248.0,344,797
-3.27,6520.0,339,797
-3.27,6549.0,335,797
-3.27,6580.0,335,797
-3.27,6883.0,312,797
-3.27,6914.0,333,797
-3.27,6942.0,340,797
-3.27,7233.0,332,798
-3.27,7264.0,337,798
-3.27,7292.0,336,799
-3.27,7555.0,333,798
-3.27,7583.0,335,798
-3.27,7612.0,317,799
-3.27,7901.0,315,799
-3.27,7929.0,307,799
-3.27,7958.0,303,799
-3.52,8255.0,320,800
-3.52,8337.0,311,799
-3.52,8366.0,313,799
-3.52,8599.0,328,799
-3.52,8628.0,328,799
-3.52,8656.0,321,800
-3.52,8962.0,310,799
-3.52,8990.0,316,799
-3.52,9019.0,310,800
-3.52,9287.0,310,799
-3.52,9316.0,276,799
-3.52,9347.0,290,799
-3.52,9631.0,279,800
-3.52,9660.0,287,800
-3.52,9691.0,297,799
-3.52,9957.0,293,799
-3.52,9986.0,312,799
-3.52,10014.0,295,800
-3.29,10293.0,283,799
-3.29,10321.0,278,799
-3.29,10352.0,281,800
-3.29,10627.0,269,799
-3.29,10659.0,272,800
-3.29,10690.0,271,800
-3.29,10973.0,267,800
-3.29,11003.0,274,800
-3.29,11034.0,265,800
-3.29,11065.0,274,800
-3.29,11317.0,210,800
-3.29,11347.0,214,800
-3.29,11378.0,204,800
-3.29,11411.0,207,800
-3.29,11673.0,162,799
-3.29,11704.0,161,800
-3.29,11737.0,135,800
-3.29,11767.0,153,800
-3.29,12021.0,155,799
-3.29,12050.0,141,800
-3.29,12081.0,101,800
-3.04,12113.0,146,799
-3.04,12484.0,42,799
-3.04,12513.0,82,800
-3.04,12546.0,83,799
-3.04,12574.0,95,799
-3.04,12824.0,0,799
-3.04,12853.0,0,800
-3.04,12883.0,0,800
-3.04,12910.0,0,799
-3.04,13168.0,0,799
-3.04,13197.0,0,800
-3.04,13223.0,0,800
-3.04,13252.0,0,800
-3.04,13514.0,0,799
-3.04,13545.0,0,800
-3.04,13572.0,0,800
-3.04,13602.0,0,800
-3.04,13852.0,0,799
-3.04,13881.0,0,800
-3.04,13910.0,0,800
-3.04,13938.0,0,800
-3.31,14213.0,0,800
-3.31,14241.0,0,800
-3.31,14270.0,0,800
-3.31,14299.0,0,800
-3.31,14559.0,0,799
-3.31,14587.0,0,800
-3.31,14616.0,0,799
-3.31,14645.0,0,800
-3.31,14897.0,0,799
-3.31,14925.0,0,800
-3.31,14954.0,0,799
-3.31,14983.0,0,800
-3.31,15226.0,0,799
-3.31,15255.0,0,800
-3.31,15284.0,0,800
-3.31,15312.0,0,800
-3.31,15572.0,0,799
-3.31,15601.0,0,800
-3.31,15630.0,0,799
-3.31,15659.0,0,800
-3.31,15929.0,0,799
-3.31,15958.0,0,800
-3.31,15986.0,0,800
-3.31,16013.0,0,799
-3.56,16275.0,0,800
-3.56,16304.0,0,799
-3.56,16330.0,0,800
-3.56,16359.0,0,800
-3.56,16629.0,0,799
-3.56,16658.0,0,800
-3.56,16685.0,0,799
-3.56,16713.0,0,799
-3.56,16973.0,0,799
-3.56,17002.0,0,800
-3.56,17029.0,0,799
-3.56,17057.0,0,800
-3.56,17299.0,0,799
-3.56,17328.0,0,800
-3.56,17356.0,0,799
-3.56,17385.0,0,800
-3.56,17645.0,0,800
-3.56,17674.0,0,800
-3.56,17700.0,0,800
-3.56,17729.0,0,799
-3.56,17969.0,0,800
-3.56,17997.0,0,800
-3.56,18026.0,0,800
-3.56,18055.0,0,800
-3.56,18083.0,0,799
-3.79,18298.0,0,799
-3.79,18327.0,0,799
-3.79,18356.0,0,800
-3.79,18384.0,0,799
-3.79,18630.0,0,800
-3.79,18659.0,0,800
-3.79,18688.0,0,799
-3.79,18716.0,0,800
-3.79,19001.0,0,800
-3.79,19027.0,0,800
-3.79,19056.0,0,800
-3.79,19085.0,0,800
-3.79,19329.0,0,800
-3.79,19359.0,0,799
-3.79,19388.0,0,800
-3.79,19415.0,0,799
-3.79,19673.0,0,800
-3.79,19701.0,0,800
-3.79,19730.0,0,800
-3.79,19759.0,0,800
-3.79,19785.0,0,800
-3.79,20019.0,0,800
-3.79,20047.0,0,799
-3.79,20074.0,0,799
-3.79,20103.0,0,800
-4.0,20348.0,0,799
-4.0,20377.0,0,800
-4.0,20406.0,0,799
-4.0,20432.0,0,799
-4.0,20670.0,0,800
-4.0,20697.0,0,799
-4.0,20725.0,0,799
-4.0,20754.0,0,800
-4.0,21032.0,0,800
-4.0,21059.0,0,799
-4.0,21088.0,0,799
-4.0,21114.0,0,800
-4.0,21143.0,0,800
-4.0,21372.0,0,800
-4.0,21401.0,0,799
-4.0,21430.0,0,799
-4.0,21458.0,0,799
-4.0,21489.0,0,800
-4.0,21716.0,0,800
-4.0,21743.0,0,800
-4.0,21772.0,0,800
-4.0,21800.0,0,800
-4.0,21829.0,0,799
-4.0,22044.0,0,799
-4.0,22073.0,0,799
-4.0,22102.0,0,800
-4.19,22128.0,0,799
-4.19,22403.0,0,800
-4.19,22431.0,0,800
-4.19,22462.0,0,800
-4.19,22491.0,0,800
-4.19,22734.0,0,800
-4.19,22763.0,0,800
-4.19,22792.0,0,799
-4.19,22818.0,0,799
-4.19,23076.0,0,799
-4.19,23105.0,0,799
-4.19,23134.0,0,799
-4.19,23162.0,0,800
-4.19,23402.0,0,800
-4.19,23433.0,0,800
-4.19,23459.0,0,799
-4.19,23488.0,0,800
-4.19,23744.0,0,800
-4.19,23771.0,0,799
-4.19,23799.0,0,800
-4.19,23826.0,0,799
-4.19,24070.0,0,799
-4.19,24098.0,0,800
-4.37,24127.0,0,800
-4.37,24154.0,0,799
-4.37,24418.0,0,800
-4.37,24446.0,0,799
-4.37,24475.0,0,800
-4.37,24506.0,0,800
-4.37,24741.0,0,799
-4.37,24770.0,0,799
-4.37,24799.0,0,800
-4.37,24827.0,0,799
-4.37,25079.0,0,799
-4.37,25108.0,0,800
-4.37,25137.0,0,800
-4.37,25165.0,0,800
-4.37,25411.0,0,798
-4.37,25440.0,0,798
-4.37,25468.0,0,797
-4.37,25497.0,0,797
-4.37,25743.0,0,791
-4.37,25772.0,0,791
-4.37,25798.0,0,789
-4.37,25827.0,0,788
-4.37,26077.0,0,781
-4.37,26105.0,0,780
-4.51,26134.0,0,780
-4.51,26163.0,0,779
-4.51,26411.0,0,775
-4.51,26439.0,0,774
-4.51,26466.0,0,774
-4.51,26494.0,0,773
-4.51,26767.0,0,769
-4.51,26796.0,0,768
-4.51,26824.0,11,768
-4.51,26853.0,51,768
-4.51,27113.0,94,764
-4.51,27144.0,126,764
-4.51,27174.0,110,764
-4.51,27203.0,132,764
-4.51,27473.0,141,764
-4.51,27504.0,154,764
-4.51,27535.0,145,764
-4.51,27564.0,137,764
-4.51,27817.0,153,763
-4.51,27846.0,141,764
-4.51,27877.0,148,763
-4.51,27908.0,147,763
-4.62,28174.0,61,762
-4.62,28203.0,64,762
-4.62,28231.0,73,762
-4.62,28262.0,77,762
-4.62,28534.0,140,761
-4.62,28565.0,132,761
-4.62,28596.0,115,761
-4.62,28628.0,130,760
-4.62,28846.0,166,759
-4.62,28878.0,171,760
-4.62,28909.0,174,759
-4.62,28938.0,173,759
-4.62,29192.0,192,758
-4.62,29222.0,196,758
-4.62,29251.0,183,758
-4.62,29282.0,188,757
-4.62,29515.0,200,757
-4.62,29546.0,199,757
-4.62,29577.0,188,756
-4.62,29605.0,196,756
-4.62,29857.0,205,757
-4.62,29888.0,220,757
-4.62,29917.0,230,757
-4.62,29947.0,232,757
-4.53,30185.0,203,757
-4.53,30216.0,202,756
-4.53,30248.0,202,756
-4.53,30277.0,233,757
-4.53,30531.0,217,755
-4.53,30562.0,208,754
-4.53,30593.0,265,754
-4.53,30623.0,274,754
-4.53,30887.0,208,753
-4.53,30920.0,167,752
-4.53,30949.0,166,752
-4.53,30982.0,199,753
-4.53,31215.0,170,751
-4.53,31246.0,178,752
-4.53,31277.0,180,752
-4.53,31307.0,194,751
-4.53,31557.0,210,751
-4.53,31590.0,211,751
-4.53,31621.0,203,751
-4.53,31651.0,208,751
-4.53,31887.0,220,751
-4.53,31918.0,215,751
-4.53,31950.0,210,751
-4.53,31979.0,211,751
-4.62,32223.0,254,751
-4.62,32256.0,270,751
-4.62,32286.0,272,750
-4.62,32317.0,267,751
-4.62,32663.0,283,751
-4.62,32694.0,294,751
-4.62,32724.0,296,750
-4.62,32753.0,304,751
-4.62,33024.0,285,751
-4.62,33054.0,294,751
-4.62,33083.0,325,751
-4.62,33114.0,321,751
-4.62,33390.0,335,751
-4.62,33419.0,326,751
-4.62,33449.0,329,750
-4.62,33480.0,331,751
-4.62,33728.0,341,751
-4.62,33759.0,331,751
-4.62,33789.0,338,751
-4.62,33818.0,314,751
-4.62,34052.0,288,751
-4.62,34082.0,300,750
-4.62,34113.0,304,751
-4.71,34144.0,292,751
-4.71,34414.0,288,751
-4.71,34445.0,290,750
-4.71,34476.0,294,751
-4.71,34508.0,306,751
-4.71,34777.0,299,750
-4.71,34807.0,291,750
-4.71,34838.0,294,750
-4.71,34871.0,270,750
-4.71,35131.0,302,748
-4.71,35162.0,279,748
-4.71,35192.0,276,749
-4.71,35223.0,298,748
-4.71,35477.0,294,747
-4.71,35510.0,294,747
-4.71,35538.0,300,747
-4.71,35569.0,294,747
-4.71,35835.0,256,746
-4.71,35866.0,242,747
-4.71,35897.0,211,746
-4.71,35930.0,230,746
-4.79,36161.0,257,746
-4.79,36192.0,268,746
-4.79,36222.0,272,747
-4.79,36253.0,276,746
-4.79,36509.0,273,745
-4.79,36540.0,271,746
-4.79,36571.0,277,746
-4.79,36601.0,276,745
-4.79,36831.0,259,745
-4.79,36861.0,272,745
-4.79,36892.0,256,745
-4.79,36923.0,252,745
-4.79,37158.0,257,744
-4.79,37187.0,253,743
-4.79,37218.0,251,743
-4.79,37249.0,251,743
-4.79,37500.0,249,741
-4.79,37535.0,254,742
-4.79,37566.0,246,741
-4.79,37595.0,253,741
-4.79,37828.0,244,740
-4.79,37859.0,250,740
-4.79,37888.0,254,740
-4.79,37918.0,245,740
-4.73,38172.0,246,739
-4.73,38203.0,234,738
-4.73,38234.0,242,738
-4.73,38264.0,256,737
-4.73,38500.0,262,736
-4.73,38531.0,257,736
-4.73,38561.0,266,735
-4.73,38592.0,260,736
-4.73,38842.0,262,735
-4.73,38873.0,268,735
-4.73,38903.0,281,735
-4.73,38934.0,267,735
-4.73,39163.0,264,734
-4.73,39198.0,240,734
-4.73,39227.0,251,734
-4.73,39258.0,261,734
-4.73,39495.0,224,732
-4.73,39526.0,213,733
-4.73,39557.0,232,733
-4.73,39585.0,237,733
-4.73,39825.0,245,732
-4.73,39856.0,248,732
-4.73,39884.0,253,732
-4.73,39915.0,253,732
-4.79,40167.0,251,731
-4.79,40198.0,245,732
-4.79,40226.0,238,731
-4.79,40255.0,245,731
-4.79,40497.0,198,729
-4.79,40525.0,194,729
-4.79,40556.0,211,729
-4.79,40587.0,246,729
-4.79,40837.0,209,728
-4.79,40867.0,203,728
-4.79,40896.0,219,728
-4.79,40927.0,251,729
-4.79,41166.0,243,728
-4.79,41197.0,253,729
-4.79,41228.0,256,728
-4.79,41256.0,254,728
-4.79,41510.0,239,729
-4.79,41539.0,198,728
-4.79,41570.0,206,727
-4.79,41598.0,221,728
-4.79,41834.0,233,728
-4.79,41865.0,218,727
-4.79,41895.0,173,727
-4.79,41924.0,198,727
-4.74,42162.0,202,726
-4.74,42192.0,221,726
-4.74,42221.0,238,726
-4.74,42252.0,224,726
-4.74,42508.0,188,726
-4.74,42539.0,208,726
-4.74,42567.0,209,726
-4.74,42598.0,215,726
-4.74,42835.0,190,724
-4.74,42866.0,167,724
-4.74,42897.0,182,724
-4.74,42926.0,181,724
-4.74,43180.0,246,723
-4.74,43210.0,211,723
-4.74,43241.0,240,722
-4.74,43272.0,208,723
