Velocity (cm/s),Time (ms),Force (10bit ADC),Potentiometer (10bit ADC)
0.0,555.0,360,776
0.0,581.0,359,776
0.0,608.0,359,775
0.0,634.0,360,776
0.0,663.0,359,775
0.0,690.0,359,775
0.0,718.0,357,776
0.0,745.0,357,776
0.0,774.0,357,775
0.0,802.0,358,775
0.0,829.0,357,776
0.0,856.0,357,775
0.0,882.0,358,776
0.0,909.0,358,775
0.0,937.0,358,776
0.0,964.0,358,775
0.0,991.0,358,776
0.0,1017.0,358,776
0.0,1046.0,358,776
0.0,1075.0,359,776
0.0,1101.0,358,776
0.0,1130.0,358,776
0.0,1204.0,358,776
0.0,1232.0,296,776
0.0,1259.0,299,775
0.0,1531.0,307,776
0.0,1560.0,306,776
0.0,1589.0,312,776
0.0,1863.0,313,776
0.0,1892.0,314,776
0.0,1921.0,314,776
-3.0,2187.0,315,776
-3.0,2215.0,315,776
-3.0,2246.0,313,775
-3.0,2529.0,373,776
-3.0,2560.0,379,775
-3.0,2590.0,382,776
-3.0,2856.0,399,776
-3.0,2885.0,414,776
-3.0,2916.0,402,776
-3.0,3201.0,432,776
-3.0,3229.0,427,775
-3.0,3258.0,453,776
-3.0,3528.0,449,775
-3.0,3557.0,449,775
-3.0,3586.0,468,776
-3.0,3868.0,466,776
-3.0,3897.0,465,776
-3.0,3928.0,445,775
-3.0,4200.0,467,776
-3.0,4229.0,452,776
-3.0,4257.0,455,776
-3.0,4528.0,481,775
-3.0,4556.0,472,776
-3.0,4587.0,436,775
-3.0,4868.0,476,776
-3.0,4896.0,463,775
-3.0,4927.0,482,776
-3.0,5193.0,491,775
-3.0,5224.0,447,775
-3.0,5253.0,456,776
-3.0,5535.0,456,775
-3.0,5566.0,468,775
-3.0,5597.0,436,776
-3.0,5865.0,450,775
-3.0,5896.0,463,776
-3.0,5924.0,447,775
-3.0,6197.0,424,775
-3.0,6225.0,430,776
-3.0,6256.0,429,775
-3.0,6535.0,376,775
-3.0,6563.0,394,776
-3.0,6594.0,342,776
-3.0,6868.0,356,776
-3.0,6897.0,356,776
-3.0,6926.0,335,776
-3.0,7190.0,326,776
-3.0,7219.0,387,776
-3.0,7247.0,316,776
-3.0,7530.0,373,777
-3.0,7559.0,348,777
-3.0,7874.0,360,781
-3.0,7903.0,339,781
-3.0,7931.0,340,782
-3.0,8200.0,347,783
-3.0,8228.0,364,784
-3.0,8548.0,360,789
-3.0,8577.0,356,789
-3.0,8607.0,348,790
-3.0,8871.0,377,794
-3.0,8902.0,373,794
-3.0,8933.0,367,795
-3.0,9201.0,347,797
-3.0,9230.0,343,797
-3.0,9527.0,367,800
-3.0,9555.0,365,800
-3.0,9586.0,389,800
-3.0,9869.0,375,804
-3.0,9900.0,408,805
-3.0,9928.0,409,806
-3.0,10199.0,391,807
-3.0,10227.0,372,807
-3.0,10256.0,388,808
-3.0,10539.0,355,808
-3.0,10567.0,334,809
-3.0,10598.0,364,809
-3.0,10866.0,369,811
-3.0,10897.0,368,812
-3.0,10926.0,361,812
-3.0,11208.0,352,814
-3.0,11239.0,373,814
-3.0,11268.0,344,815
-3.0,11536.0,321,815
-3.0,11565.0,359,814
-3.0,11595.0,341,814
-3.0,11870.0,338,817
-3.0,11900.0,349,818
-3.0,12191.0,354,822
-3.0,12220.0,311,823
-3.0,12251.0,362,823
-3.0,12535.0,346,823
-3.0,12564.0,347,823
-3.0,12595.0,366,823
-3.0,12877.0,367,825
-3.0,12906.0,378,825
-3.0,13203.0,365,830
-3.0,13234.0,355,829
-3.0,13529.0,295,831
-3.0,13557.0,309,831
-3.0,13588.0,270,831
-3.0,13875.0,296,835
-3.0,13905.0,309,836
-3.0,13936.0,306,836
-3.0,14206.0,325,838
-3.0,14237.0,317,839
-3.0,14268.0,318,838
-3.0,14299.0,308,839
-3.0,14532.0,343,842
-3.0,14563.0,347,842
-3.0,14596.0,356,842
-3.0,14872.0,351,844
-3.0,14903.0,343,845
-3.0,14934.0,365,845
-3.0,15206.0,357,847
-3.0,15239.0,339,847
-3.0,15546.0,333,850
-3.0,15579.0,344,849
-3.0,15607.0,331,849
-3.0,15638.0,365,850
-3.0,15867.0,341,850
