Velocity (cm/s),Time (ms),Force (10bit ADC),Potentiometer (10bit ADC)
0.0,559.0,235,785
0.0,585.0,236,785
0.0,614.0,233,785
0.0,643.0,231,785
0.0,671.0,231,785
0.0,700.0,229,785
0.0,729.0,232,784
0.0,757.0,233,785
0.0,786.0,228,785
0.0,813.0,226,785
0.0,841.0,229,785
0.0,870.0,226,785
0.0,899.0,226,785
0.0,927.0,227,785
0.0,956.0,226,785
0.0,983.0,226,785
0.0,1011.0,226,785
0.0,1042.0,227,785
0.0,1073.0,227,785
0.0,1101.0,227,785
0.0,1128.0,226,785
0.0,1157.0,226,785
0.0,1185.0,226,785
0.0,1214.0,226,785
0.0,1243.0,227,785
0.0,1271.0,226,785
0.0,1298.0,224,785
0.0,1327.0,225,785
0.0,1355.0,222,785
0.0,1382.0,220,785
0.0,1411.0,218,784
0.0,1439.0,216,785
0.0,1468.0,207,785
0.0,1495.0,205,784
0.0,1550.0,206,785
0.0,1576.0,206,785
0.0,1605.0,206,784
0.0,1880.0,201,785
0.0,1908.0,187,785
0.0,1937.0,186,785
0.0,1966.0,183,785
-3.0,2222.0,191,785
-3.0,2252.0,195,785
-3.0,2281.0,200,785
-3.0,2535.0,224,785
-3.0,2566.0,192,785
-3.0,2594.0,178,785
-3.0,2625.0,153,785
-3.0,2877.0,124,785
-3.0,2908.0,121,784
-3.0,2936.0,118,783
-3.0,2965.0,122,783
-3.0,3205.0,197,773
-3.0,3235.0,203,772
-3.0,3264.0,203,770
-3.0,3549.0,222,763
-3.0,3579.0,229,762
-3.0,3608.0,230,761
-3.0,3637.0,226,761
-3.0,3874.0,231,759
-3.0,3903.0,243,759
-3.0,3932.0,221,759
-3.0,4218.0,227,758
-3.0,4249.0,235,758
-3.0,4278.0,234,758
-3.0,4304.0,237,758
-3.0,4554.0,236,757
-3.0,4585.0,234,758
-3.0,4616.0,233,758
-3.0,4644.0,230,757
-3.0,4892.0,242,758
-3.0,4933.0,245,757
-3.0,4962.0,246,758
-3.0,4990.0,248,758
-3.0,5216.0,247,758
-3.0,5246.0,250,758
-3.0,5275.0,247,758
-3.0,5545.0,208,758
-3.0,5582.0,225,758
-3.0,5613.0,224,757
-3.0,5642.0,209,757
-3.0,5890.0,216,759
-3.0,5918.0,229,759
-3.0,5947.0,228,759
-3.0,6217.0,234,762
-3.0,6246.0,229,762
-3.0,6275.0,232,762
-3.0,6557.0,194,766
-3.0,6586.0,188,767
-3.0,6615.0,216,768
-3.0,6643.0,206,768
-3.0,6887.0,197,771
-3.0,6918.0,209,771
-3.0,6946.0,204,771
-3.0,6977.0,210,771
-3.0,7247.0,216,776
-3.0,7276.0,201,776
-3.0,7307.0,190,777
-3.0,7335.0,210,778
-3.0,7585.0,197,781
-3.0,7614.0,195,781
-3.0,7645.0,200,782
-3.0,7673.0,191,782
-3.0,7915.0,184,784
-3.0,7944.0,194,785
-3.0,7972.0,190,785
-3.0,8001.0,197,786
-3.0,8257.0,142,790
-3.0,8286.0,175,790
-3.0,8314.0,188,791
-3.0,8343.0,177,792
-3.0,8585.0,185,794
-3.0,8613.0,189,794
-3.0,8642.0,176,794
-3.0,8671.0,175,794
-3.0,8927.0,178,796
-3.0,8955.0,191,795
-3.0,8984.0,192,797
-3.0,9013.0,182,797
-3.0,9289.0,198,799
-3.0,9318.0,203,798
-3.0,9347.0,206,798
-3.0,9375.0,204,799
-3.0,9629.0,209,803
-3.0,9658.0,207,802
-3.0,9687.0,212,803
-3.0,9715.0,207,803
-3.0,10031.0,208,804
-3.0,10086.0,205,805
-3.0,10115.0,201,805
-3.0,10145.0,202,805
-3.0,10285.0,207,804
-3.0,10317.0,208,805
-3.0,10348.0,206,804
-3.0,10377.0,207,805
-3.0,10610.0,221,805
-3.0,10641.0,240,804
-3.0,10672.0,212,805
-3.0,10700.0,212,804
-3.0,10967.0,210,805
-3.0,10997.0,221,804
-3.0,11026.0,227,805
-3.0,11057.0,230,805
-3.0,11313.0,232,805
-3.0,11407.0,237,805
-3.0,11438.0,234,804
-3.0,11466.0,241,804
-3.0,11644.0,231,805
-3.0,11673.0,254,804
-3.0,11704.0,225,805
-3.0,11732.0,219,805
-3.0,11952.0,205,805
-3.0,11982.0,204,804
-3.0,12013.0,246,805
-3.0,12044.0,245,805
-3.0,12298.0,241,805
-3.0,12328.0,244,805
-3.0,12359.0,243,805
-3.0,12388.0,244,805
-3.0,12662.0,240,805
-3.0,12728.0,238,805
-3.0,12759.0,236,805
-3.0,12787.0,238,805
-3.0,12818.0,238,805
-3.0,12967.0,241,805
-3.0,13000.0,241,805
-3.0,13031.0,232,805
-3.0,13062.0,238,804
-3.0,13322.0,232,804
-3.0,13398.0,230,805
-3.0,13428.0,238,805
-3.0,13459.0,238,805
-3.0,13672.0,234,805
-3.0,13703.0,223,805
-3.0,13733.0,221,804
-3.0,13762.0,216,805
-3.0,14004.0,217,805
-3.0,14032.0,219,805
-3.0,14063.0,213,805
-3.0,14092.0,212,805
-3.0,14338.0,150,805
-3.0,14401.0,187,805
-3.0,14430.0,178,805
-3.0,14460.0,195,805
-3.0,14491.0,200,805
-3.0,14690.0,165,804
-3.0,14792.0,171,803
-3.0,14823.0,172,803
-3.0,14852.0,176,804
-3.0,14882.0,183,803
-3.0,15015.0,176,803
-3.0,15046.0,158,803
-3.0,15077.0,153,803
-3.0,15106.0,170,803
-3.0,15136.0,142,802
-3.0,15372.0,168,798
-3.0,15478.0,161,798
-3.0,15509.0,163,797
-3.0,15540.0,214,796
-3.0,15570.0,169,797
-3.0,15712.0,170,794
-3.0,15765.0,154,793
-3.0,15796.0,160,793
-3.0,15826.0,169,792
-3.0,16033.0,173,791
-3.0,16066.0,197,792
-3.0,16097.0,176,791
-3.0,16128.0,192,791
-3.0,16158.0,192,792
-3.0,16355.0,200,790
-3.0,16408.0,203,791
-3.0,16441.0,165,790
-3.0,16472.0,170,790
-3.0,16502.0,200,790
-3.0,16705.0,177,789
-3.0,16736.0,149,789
-3.0,16769.0,160,789
-3.0,16799.0,126,789
-3.0,16830.0,139,789
-3.0,17045.0,142,789
-3.0,17078.0,113,788
-3.0,17108.0,142,788
-3.0,17139.0,98,788
-3.0,17170.0,124,788
-3.0,17399.0,108,788
-3.0,17487.0,109,787
-3.0,17518.0,112,788
-3.0,17551.0,109,788
-3.0,17582.0,112,787
-3.0,17778.0,61,787
-3.0,17817.0,65,788
-3.0,17848.0,99,787
