Velocity (cm/s),Time (ms),Force (10bit ADC),Potentiometer (10bit ADC)
0.0,555.0,343,760
0.0,583.0,343,760
0.0,612.0,343,761
0.0,641.0,343,761
0.0,667.0,343,760
0.0,694.0,344,761
0.0,722.0,349,761
0.0,749.0,349,760
0.0,776.0,349,760
0.0,802.0,350,761
0.0,829.0,349,761
0.0,858.0,349,760
0.0,884.0,349,761
0.0,913.0,349,760
0.0,942.0,349,761
0.0,970.0,349,760
0.0,999.0,350,761
0.0,1028.0,349,760
0.0,1056.0,350,761
0.0,1085.0,350,761
0.0,1114.0,350,761
0.0,1140.0,350,760
0.0,1169.0,350,761
0.0,1196.0,350,761
0.0,1224.0,350,760
0.0,1253.0,350,761
0.0,1282.0,349,761
0.0,1310.0,350,760
0.0,1339.0,350,760
0.0,1370.0,350,761
0.0,1398.0,351,761
0.0,1427.0,350,761
0.0,1456.0,350,760
0.0,1484.0,350,760
0.0,1511.0,350,760
0.0,1583.0,350,761
0.0,1611.0,350,761
0.0,1642.0,350,761
0.0,1673.0,350,760
0.0,1900.0,350,761
0.0,1931.0,350,761
0.0,1957.0,350,761
0.0,1986.0,350,761
-3.0,2232.0,345,760
-3.0,2263.0,341,760
-3.0,2291.0,323,760
-3.0,2322.0,309,761
-3.0,2560.0,232,761
-3.0,2590.0,242,760
-3.0,2619.0,239,760
-3.0,2650.0,261,761
-3.0,2904.0,105,760
-3.0,2934.0,100,761
-3.0,2963.0,88,761
-3.0,2994.0,129,761
-3.0,3248.0,118,760
-3.0,3278.0,161,761
-3.0,3307.0,165,760
-3.0,3338.0,111,761
-3.0,3573.0,204,760
-3.0,3604.0,198,760
-3.0,3633.0,173,760
-3.0,3663.0,216,761
-3.0,3901.0,246,760
-3.0,3930.0,251,761
-3.0,3960.0,242,760
-3.0,3991.0,239,761
-3.0,4245.0,252,761
-3.0,4276.0,232,760
-3.0,4306.0,244,761
-3.0,4337.0,195,761
-3.0,4571.0,258,760
-3.0,4599.0,261,761
-3.0,4630.0,243,760
-3.0,4661.0,276,760
-3.0,4900.0,238,760
-3.0,4931.0,262,761
-3.0,4962.0,266,761
-3.0,4995.0,246,761
-3.0,5226.0,161,761
-3.0,5255.0,214,761
-3.0,5283.0,226,761
-3.0,5312.0,229,760
-3.0,5574.0,260,760
-3.0,5603.0,297,760
-3.0,5634.0,296,761
-3.0,5662.0,290,761
-3.0,5912.0,261,761
-3.0,5943.0,311,761
-3.0,5971.0,282,760
-3.0,6002.0,294,760
-3.18,6238.0,249,761
-3.18,6268.0,294,760
-3.18,6299.0,286,761
-3.18,6328.0,282,761
-3.18,6569.0,317,761
-3.18,6600.0,305,760
-3.18,6629.0,322,761
-3.18,6660.0,317,761
-3.18,6688.0,301,761
-3.18,6907.0,318,760
-3.18,6938.0,321,760
-3.18,6967.0,310,761
-3.18,6995.0,318,760
-3.18,7235.0,291,760
-3.18,7264.0,309,761
-3.18,7292.0,326,760
-3.18,7321.0,311,761
-3.18,7571.0,323,760
-3.18,7600.0,324,760
-3.18,7630.0,324,761
-3.18,7659.0,308,760
-3.18,7907.0,302,761
-3.18,7936.0,315,761
-3.18,7966.0,274,760
-3.18,7995.0,286,760
-3.18,8232.0,294,760
-3.18,8261.0,293,760
-3.18,8290.0,315,761
-3.18,8318.0,279,761
-3.18,8577.0,264,760
-3.18,8607.0,266,761
-3.18,8636.0,267,761
-3.18,8667.0,266,761
-3.18,8695.0,255,761
-3.18,8904.0,271,760
-3.18,8933.0,256,760
-3.18,8962.0,291,760
-3.18,8990.0,264,761
-3.18,9246.0,268,760
-3.18,9275.0,242,760
-3.18,9304.0,241,761
-3.18,9332.0,259,760
-3.18,9570.0,275,760
-3.18,9601.0,246,760
-3.18,9629.0,248,760
-3.18,9658.0,261,760
-3.18,9900.0,265,761
-3.18,9930.0,285,761
-3.18,9959.0,277,761
-3.18,9988.0,289,761
-3.18,10229.0,257,760
-3.18,10260.0,248,760
-3.18,10291.0,257,760
-3.18,10321.0,256,761
-3.18,10577.0,243,761
-3.18,10608.0,269,760
-3.18,10639.0,244,760
-3.18,10670.0,262,761
-3.18,10913.0,279,761
-3.18,10946.0,256,761
-3.18,10975.0,269,760
-3.18,11005.0,263,761
-3.18,11239.0,226,761
-3.18,11270.0,256,760
-3.18,11300.0,256,760
-3.18,11329.0,270,760
-3.18,11573.0,287,760
-3.18,11603.0,252,761
-3.18,11634.0,259,761
-3.18,11667.0,252,760
-3.18,11915.0,273,761
-3.18,11948.0,273,761
-3.18,11976.0,230,761
-3.18,12007.0,221,761
-3.18,12036.0,269,761
-3.18,12238.0,237,760
-3.18,12271.0,234,760
-3.18,12302.0,234,761
-3.18,12333.0,236,761
-3.18,12365.0,259,761
-3.18,12568.0,260,761
-3.18,12599.0,266,761
-3.18,12632.0,253,761
-3.18,12662.0,257,761
-3.18,12908.0,241,761
-3.18,12939.0,246,761
-3.18,12967.0,241,761
-3.18,12998.0,243,761
-3.18,13236.0,216,761
-3.18,13266.0,222,761
-3.18,13295.0,212,761
-3.18,13326.0,231,760
-3.18,13578.0,237,762
-3.18,13608.0,279,763
-3.18,13639.0,254,764
-3.18,13672.0,147,764
-3.18,13914.0,257,770
-3.18,13946.0,264,771
-3.18,13975.0,269,772
-3.18,14006.0,266,772
-3.18,14034.0,232,772
-3.18,14241.0,223,773
-3.18,14270.0,200,774
-3.18,14301.0,236,774
-3.18,14331.0,222,775
-3.18,14360.0,209,775
-3.18,14577.0,271,778
-3.18,14608.0,283,778
-3.18,14639.0,270,779
-3.18,14669.0,271,778
-3.18,14698.0,269,779
-3.18,14905.0,226,779
-3.18,14936.0,254,779
-3.18,14966.0,255,779
-3.18,14999.0,262,779
-3.18,15030.0,256,780
-3.18,15251.0,237,780
-3.18,15282.0,256,779
-3.18,15312.0,261,780
-3.18,15345.0,259,779
-3.18,15376.0,273,780
-3.18,15407.0,246,780
-3.18,15577.0,255,779
-3.18,15607.0,254,779
-3.18,15636.0,214,780
-3.18,15667.0,267,779
-3.18,15695.0,157,780
-3.18,15925.0,230,780
-3.18,15958.0,193,781
-3.18,15986.0,146,780
-3.18,16017.0,197,780
-3.18,16048.0,204,780
-3.01,16246.0,222,780
-3.01,16277.0,209,781
-3.01,16308.0,245,780
-3.01,16340.0,227,779
-3.01,16371.0,231,780
-3.01,16402.0,58,780
-3.01,16586.0,190,780
-3.01,16617.0,210,781
-3.01,16648.0,176,781
-3.01,16678.0,202,780
-3.01,16711.0,213,780
-3.01,16912.0,212,780
-3.01,16943.0,244,780
-3.01,16973.0,229,781
-3.01,17004.0,209,781
-3.01,17035.0,205,781
-3.01,17065.0,244,781
-3.01,17258.0,186,781
-3.01,17289.0,220,781
-3.01,17319.0,235,780
-3.01,17352.0,212,779
-3.01,17383.0,198,780
-3.01,17414.0,193,780
-3.01,17569.0,231,780
-3.01,17600.0,239,781
-3.01,17633.0,216,781
-3.01,17666.0,217,781
-3.01,17698.0,219,781
-3.01,17729.0,226,780
-3.01,17917.0,233,781
-3.01,17948.0,222,780
-3.01,17977.0,219,781
-3.01,18008.0,231,780
-3.01,18036.0,199,780
-3.01,18241.0,220,781
-3.01,18272.0,231,780
-3.01,18302.0,203,780
-3.01,18333.0,202,781
-3.01,18364.0,162,781
-3.01,18397.0,192,780
-3.01,18583.0,178,780
-3.01,18614.0,185,780
-3.01,18647.0,198,780
-3.01,18677.0,125,781
-3.01,18708.0,134,781
-3.01,18909.0,185,780
-3.01,18939.0,140,781
-3.01,18972.0,182,780
-3.01,19003.0,173,781
-3.01,19034.0,164,781
-3.01,19255.0,223,780
-3.01,19286.0,218,780
-3.01,19316.0,224,781
-3.01,19349.0,232,780
-3.01,19380.0,222,780
-3.01,19578.0,189,780
-3.01,19607.0,168,780
-3.01,19638.0,193,780
-3.01,19668.0,167,780
-3.01,19697.0,179,780
-3.01,19904.0,172,780
-3.01,19937.0,171,781
-3.01,19965.0,185,781
-3.01,19996.0,173,780
-3.01,20025.0,177,781
-3.22,20248.0,216,780
-3.22,20279.0,218,781
-3.22,20312.0,167,781
-3.22,20342.0,176,781
-3.22,20373.0,118,780
-3.22,20604.0,160,780
-3.22,20654.0,121,780
-3.22,20684.0,126,780
-3.22,20715.0,133,781
-3.22,20746.0,126,781
-3.22,20920.0,141,780
-3.22,20948.0,166,780
-3.22,20979.0,139,780
-3.22,21008.0,165,780
-3.22,21037.0,175,780
-3.22,21245.0,122,781
-3.22,21276.0,136,780
-3.22,21305.0,136,780
-3.22,21336.0,137,781
-3.22,21364.0,166,780
-3.22,21590.0,140,781
-3.22,21620.0,163,781
-3.22,21651.0,174,780
-3.22,21682.0,139,780
-3.22,21714.0,166,781
-3.22,21745.0,137,780
-3.22,21917.0,186,781
-3.22,21950.0,139,780
-3.22,21979.0,169,780
-3.22,22009.0,170,781
-3.22,22038.0,168,781
-3.22,22069.0,144,780
-3.38,22261.0,178,781
-3.38,22292.0,211,780
-3.38,22323.0,167,780
-3.38,22353.0,169,781
-3.38,22386.0,164,780
-3.38,22417.0,168,780
-3.38,22573.0,168,781
-3.38,22603.0,169,780
-3.38,22634.0,178,780
-3.38,22665.0,141,780
-3.38,22693.0,173,780
-3.38,22724.0,166,781
-3.38,22937.0,140,780
-3.38,22978.0,163,780
-3.38,23009.0,133,780
-3.38,23040.0,128,780
-3.38,23068.0,130,780
-3.38,23263.0,168,781
-3.38,23293.0,124,780
-3.38,23324.0,169,780
-3.38,23355.0,119,780
-3.38,23388.0,156,780
-3.38,23588.0,174,781
-3.38,23621.0,131,780
-3.38,23652.0,182,780
-3.38,23683.0,144,781
-3.38,23715.0,139,781
-3.38,23746.0,129,780
-3.38,23934.0,117,780
-3.38,23963.0,129,781
-3.38,23994.0,137,781
-3.38,24025.0,134,780
-3.38,24053.0,121,780
-3.38,24084.0,108,780
-3.25,24285.0,129,780
-3.25,24315.0,104,781
-3.25,24344.0,123,781
-3.25,24375.0,107,780
-3.25,24403.0,124,780
-3.25,24614.0,124,781
-3.25,24643.0,158,780
-3.25,24672.0,150,780
-3.25,24702.0,150,781
-3.25,24733.0,169,780
-3.25,24948.0,53,780
-3.25,24977.0,199,780
-3.25,25008.0,173,780
-3.25,25036.0,90,780
-3.25,25067.0,110,780
-3.25,25282.0,117,780
-3.25,25313.0,113,780
