Velocity (cm/s),Time (ms),Force (10bit ADC),Potentiometer (10bit ADC)
-12.0,552.0,0,744
-12.0,579.0,0,744
-12.0,608.0,0,744
-12.0,634.0,0,744
-12.0,663.0,0,744
-12.0,690.0,0,744
-12.0,716.0,0,744
-12.0,743.0,0,744
-12.0,770.0,0,744
-12.0,798.0,0,744
-12.0,825.0,0,744
-12.0,851.0,0,744
-12.0,878.0,0,744
-12.0,905.0,0,744
-12.0,931.0,0,744
-12.0,960.0,1,744
-12.0,987.0,1,744
-12.0,1013.0,0,745
-12.0,1040.0,0,744
-12.0,1071.0,0,744
-12.0,1097.0,0,744
-12.0,1126.0,0,744
-12.0,1210.0,0,745
-12.0,1239.0,0,745
-12.0,1265.0,0,745
-12.0,1544.0,177,725
-12.0,1574.0,151,722
-12.0,1605.0,131,719
0.0,1871.0,422,688
0.0,1900.0,348,681
0.0,1929.0,288,675
0.0,2207.0,360,653
0.0,2236.0,365,652
0.0,2263.0,362,653
0.0,2535.0,368,659
0.0,2562.0,362,660
0.0,2590.0,368,661
0.0,2869.0,375,666
0.0,2897.0,377,666
0.0,2926.0,377,666
-12.0,3207.0,382,666
-12.0,3235.0,392,667
-12.0,3266.0,408,666
-12.0,3549.0,457,667
-12.0,3579.0,430,667
-12.0,3610.0,455,666
-12.0,3876.0,466,655
-12.0,3907.0,468,652
-12.0,3938.0,469,650
-12.0,4216.0,475,635
-12.0,4247.0,476,633
-12.0,4276.0,471,633
-12.0,4540.0,473,625
-12.0,4569.0,479,625
-12.0,4599.0,484,625
0.0,4870.0,452,621
0.0,4896.0,452,621
0.0,4925.0,466,621
0.0,5197.0,412,622
0.0,5226.0,418,623
0.0,5253.0,418,624
0.0,5543.0,417,636
0.0,5572.0,416,636
0.0,5599.0,412,637
0.0,5873.0,420,641
0.0,5902.0,418,642
0.0,5931.0,416,642
-12.0,6217.0,422,643
-12.0,6246.0,421,642
-12.0,6277.0,427,642
-12.0,6543.0,464,642
-12.0,6574.0,485,642
-12.0,6602.0,478,642
-12.0,6889.0,490,632
-12.0,6918.0,494,631
-12.0,6948.0,494,629
-12.0,7211.0,486,614
-12.0,7241.0,503,614
-12.0,7270.0,504,612
-12.0,7540.0,509,604
-12.0,7571.0,511,603
-12.0,7600.0,508,603
0.0,7890.0,487,599
0.0,7921.0,458,599
0.0,7948.0,457,599
0.0,8210.0,426,602
0.0,8241.0,427,602
0.0,8267.0,447,603
0.0,8538.0,428,614
0.0,8566.0,429,614
0.0,8595.0,431,615
0.0,8882.0,427,620
0.0,8910.0,427,621
0.0,8939.0,428,621
-12.0,9207.0,431,623
-12.0,9238.0,431,623
-12.0,9269.0,432,623
-12.0,9551.0,470,624
-12.0,9584.0,480,624
-12.0,9615.0,451,624
-12.0,9877.0,501,621
-12.0,9908.0,475,620
-12.0,9938.0,491,619
-12.0,10211.0,510,603
-12.0,10242.0,505,601
-12.0,10272.0,511,600
-12.0,10534.0,518,591
-12.0,10565.0,515,589
-12.0,10598.0,515,589
0.0,10885.0,475,585
0.0,10913.0,463,585
0.0,10942.0,460,585
0.0,11218.0,420,588
0.0,11247.0,427,589
0.0,11278.0,431,590
0.0,11544.0,442,601
0.0,11575.0,444,602
0.0,11603.0,443,602
