Velocity (cm/s),Time (ms),Force (10bit ADC),Potentiometer (10bit ADC)
-12.0,552.0,0,789
-12.0,581.0,0,789
-12.0,608.0,0,790
-12.0,634.0,0,789
-12.0,661.0,0,789
-12.0,688.0,0,788
-12.0,716.0,0,789
-12.0,743.0,0,789
-12.0,770.0,0,789
-12.0,796.0,0,789
-12.0,825.0,0,789
-12.0,851.0,0,789
-12.0,878.0,0,789
-12.0,905.0,0,789
-12.0,931.0,0,790
-12.0,958.0,0,788
-12.0,985.0,0,789
-12.0,1011.0,0,789
-12.0,1038.0,0,789
-12.0,1064.0,0,789
-12.0,1093.0,0,788
-12.0,1122.0,0,789
-12.0,1150.0,0,789
-12.0,1177.0,0,789
-12.0,1206.0,0,788
-12.0,1234.0,0,789
-12.0,1261.0,0,789
-12.0,1290.0,0,789
-12.0,1540.0,359,795
-12.0,1568.0,435,794
-12.0,1599.0,122,794
0.0,1875.0,0,797
0.0,1902.0,0,797
0.0,1929.0,0,798
0.0,2220.0,0,799
0.0,2246.0,0,799
0.0,2273.0,0,800
0.0,2547.0,0,800
0.0,2574.0,0,799
0.0,2600.0,0,800
0.0,2873.0,0,800
0.0,2899.0,0,799
0.0,2926.0,0,800
-12.0,3203.0,0,799
-12.0,3231.0,0,800
-12.0,3260.0,0,800
-12.0,3547.0,521,763
-12.0,3577.0,336,758
-12.0,3606.0,208,753
-12.0,3872.0,458,729
-12.0,3905.0,484,726
-12.0,3938.0,465,725
-12.0,4214.0,474,710
-12.0,4247.0,507,708
-12.0,4276.0,517,707
-12.0,4558.0,470,701
-12.0,4589.0,487,700
0.0,4622.0,493,699
0.0,4880.0,420,691
0.0,4909.0,435,691
0.0,4937.0,445,690
0.0,5216.0,435,684
0.0,5244.0,436,684
0.0,5271.0,435,684
0.0,5539.0,447,683
0.0,5570.0,448,682
0.0,5599.0,448,682
0.0,5883.0,449,682
0.0,5912.0,451,682
0.0,5939.0,450,682
-12.0,6209.0,452,682
-12.0,6240.0,460,682
-12.0,6270.0,470,682
-12.0,6553.0,495,681
-12.0,6584.0,492,682
-12.0,6615.0,490,682
-12.0,6881.0,499,681
-12.0,6912.0,503,680
-12.0,6942.0,506,679
-12.0,7223.0,493,670
-12.0,7254.0,503,668
-12.0,7284.0,508,667
-12.0,7548.0,513,648
-12.0,7579.0,513,646
-12.0,7612.0,510,645
0.0,7876.0,487,628
0.0,7905.0,485,627
0.0,7933.0,488,626
0.0,8206.0,475,619
0.0,8232.0,470,619
0.0,8261.0,468,619
0.0,8546.0,473,618
0.0,8574.0,472,618
0.0,8601.0,472,619
0.0,8876.0,476,619
0.0,8904.0,477,618
0.0,8933.0,476,618
-12.0,9218.0,479,618
-12.0,9248.0,481,618
-12.0,9281.0,482,619
-12.0,9562.0,456,619
-12.0,9592.0,437,618
-12.0,9625.0,452,618
-12.0,9881.0,444,620
-12.0,9912.0,463,621
-12.0,9940.0,463,621
-12.0,10217.0,489,621
-12.0,10248.0,522,621
-12.0,10280.0,529,621
-12.0,10543.0,530,611
-12.0,10573.0,506,610
-12.0,10604.0,529,609
0.0,10885.0,514,598
0.0,10915.0,502,596
0.0,10946.0,491,595
0.0,11212.0,487,591
0.0,11243.0,491,591
0.0,11272.0,492,591
0.0,11554.0,493,589
0.0,11585.0,491,589
0.0,11618.0,492,590
0.0,11882.0,487,589
0.0,11913.0,486,589
0.0,11941.0,486,589
-12.0,12226.0,493,589
-12.0,12259.0,493,590
-12.0,12290.0,494,589
-12.0,12554.0,440,590
-12.0,12584.0,436,590
-12.0,12617.0,427,591
-12.0,12881.0,460,602
-12.0,12914.0,462,603
-12.0,12947.0,461,604
-12.0,13207.0,519,607
-12.0,13240.0,529,607
-12.0,13271.0,528,605
-12.0,13549.0,525,600
-12.0,13582.0,531,599
-12.0,13615.0,543,599
0.0,13877.0,528,594
0.0,13907.0,524,593
0.0,13938.0,522,593
0.0,14221.0,482,590
0.0,14252.0,480,589
0.0,14280.0,480,589
0.0,14551.0,459,589
0.0,14579.0,458,589
0.0,14610.0,455,589
0.0,14891.0,393,588
0.0,14921.0,398,589
0.0,14950.0,398,589
-12.0,15222.0,415,588
-12.0,15253.0,420,589
-12.0,15286.0,432,589
-12.0,15548.0,412,589
-12.0,15579.0,413,590
-12.0,15611.0,415,590
-12.0,15888.0,433,608
-12.0,15921.0,428,611
-12.0,15953.0,454,612
-12.0,16220.0,463,624
-12.0,16250.0,468,625
-12.0,16283.0,447,625
-12.0,16553.0,480,627
-12.0,16582.0,490,627
-12.0,16615.0,496,627
0.0,16893.0,505,619
0.0,16924.0,477,617
0.0,16955.0,456,617
0.0,17219.0,477,611
0.0,17252.0,459,611
0.0,17281.0,411,611
0.0,17571.0,409,610
0.0,17602.0,411,610
0.0,17631.0,413,609
0.0,17879.0,334,610
0.0,17907.0,305,609
0.0,17938.0,302,610
-12.0,18214.0,266,610
-12.0,18247.0,305,609
-12.0,18278.0,347,609
-12.0,18552.0,455,608
-12.0,18585.0,446,608
-12.0,18618.0,427,607
-12.0,18892.0,415,615
-12.0,18925.0,412,617
-12.0,18958.0,423,619
-12.0,19222.0,455,633
-12.0,19253.0,454,634
-12.0,19283.0,466,635
-12.0,19562.0,478,641
-12.0,19595.0,480,642
-12.0,19625.0,481,642
0.0,19892.0,510,643
0.0,19922.0,511,643
0.0,19953.0,495,642
0.0,20236.0,488,643
0.0,20267.0,483,643
0.0,20295.0,474,643
0.0,20543.0,434,643
0.0,20572.0,442,643
0.0,20600.0,444,643
0.0,20889.0,448,643
0.0,20918.0,447,643
0.0,20946.0,441,643
-12.0,21223.0,276,643
-12.0,21254.0,354,643
-12.0,21284.0,409,643
-12.0,21561.0,408,642
-12.0,21592.0,398,642
-12.0,21622.0,404,642
-12.0,21889.0,407,654
-12.0,21921.0,409,656
-12.0,21952.0,407,658
-12.0,22231.0,413,669
-12.0,22261.0,404,669
-12.0,22292.0,412,670
-12.0,22556.0,428,682
-12.0,22589.0,442,683
-12.0,22620.0,439,684
0.0,22884.0,452,690
0.0,22913.0,446,689
0.0,22943.0,452,689
0.0,23228.0,445,690
0.0,23259.0,445,690
0.0,23287.0,443,690
0.0,23554.0,392,690
0.0,23584.0,390,690
0.0,23615.0,379,690
0.0,23896.0,401,691
0.0,23924.0,401,690
0.0,23953.0,400,690
-12.0,24225.0,359,690
-12.0,24256.0,387,691
-12.0,24287.0,405,691
-12.0,24565.0,400,690
-12.0,24596.0,410,691
-12.0,24629.0,419,691
-12.0,24895.0,409,704
-12.0,24924.0,408,705
-12.0,24956.0,407,707
-12.0,25225.0,401,717
-12.0,25257.0,420,718
-12.0,25288.0,434,719
-12.0,25550.0,462,723
-12.0,25581.0,434,723
-12.0,25612.0,445,724
0.0,25890.0,449,725
0.0,25919.0,454,725
0.0,25948.0,450,725
0.0,26220.0,427,725
0.0,26249.0,429,725
0.0,26279.0,420,725
0.0,26562.0,361,725
0.0,26591.0,366,725
0.0,26619.0,368,725
0.0,26888.0,392,725
0.0,26916.0,393,725
0.0,26945.0,395,725
-12.0,27232.0,395,725
-12.0,27262.0,403,725
-12.0,27293.0,416,725
-12.0,27557.0,383,725
-12.0,27594.0,394,725
-12.0,27625.0,371,725
-12.0,27908.0,382,737
-12.0,27938.0,365,740
-12.0,27969.0,383,742
-12.0,28215.0,391,757
-12.0,28246.0,396,757
-12.0,28276.0,396,758
-12.0,28557.0,385,762
-12.0,28588.0,400,763
-12.0,28618.0,405,763
0.0,28899.0,420,764
0.0,28928.0,444,764
0.0,28958.0,447,764
0.0,29224.0,411,762
0.0,29255.0,420,761
0.0,29284.0,392,762
0.0,29569.0,356,761
0.0,29597.0,355,762
0.0,29626.0,358,761
0.0,29896.0,257,761
0.0,29925.0,195,761
0.0,29956.0,186,761
-12.0,30228.0,225,761
-12.0,30259.0,247,760
-12.0,30289.0,255,761
-12.0,30550.0,425,761
-12.0,30582.0,424,761
-12.0,30613.0,420,761
-12.0,30894.0,383,761
-12.0,30924.0,386,761
-12.0,30955.0,384,762
-12.0,31221.0,395,769
-12.0,31252.0,389,771
-12.0,31283.0,362,772
-12.0,31563.0,395,778
-12.0,31594.0,394,779
-12.0,31625.0,398,780
0.0,31893.0,348,780
0.0,31922.0,351,780
0.0,31952.0,368,780
0.0,32233.0,395,778
0.0,32262.0,398,778
0.0,32290.0,400,779
0.0,32561.0,349,779
0.0,32589.0,360,778
0.0,32618.0,357,778
0.0,32897.0,372,778
0.0,32925.0,378,778
0.0,32954.0,387,777
-12.0,33216.0,389,778
-12.0,33247.0,389,778
-12.0,33280.0,393,777
-12.0,33560.0,362,777
-12.0,33591.0,354,778
-12.0,33622.0,339,778
-12.0,33902.0,398,779
-12.0,33933.0,401,780
-12.0,33964.0,405,781
-12.0,34230.0,425,788
-12.0,34258.0,414,789
-12.0,34289.0,426,790
-12.0,34562.0,447,793
-12.0,34592.0,431,793
-12.0,34623.0,445,793
0.0,34899.0,466,794
0.0,34928.0,414,793
0.0,34955.0,359,794
0.0,35231.0,430,792
0.0,35260.0,415,792
0.0,35291.0,434,792
0.0,35555.0,389,791
0.0,35584.0,383,791
0.0,35614.0,375,792
0.0,35897.0,416,791
0.0,35926.0,415,791
0.0,35956.0,416,791
-12.0,36222.0,414,792
-12.0,36253.0,419,791
-12.0,36284.0,419,792
-12.0,36567.0,367,792
-12.0,36597.0,373,792
-12.0,36630.0,385,792
-12.0,36896.0,371,793
-12.0,36927.0,386,794
-12.0,36958.0,407,794
-12.0,37228.0,405,799
-12.0,37261.0,352,799
-12.0,37292.0,389,799
