Velocity (cm/s),Time (ms),Force (10bit ADC),Potentiometer (10bit ADC)
0.0,555.0,0,769
0.0,579.0,0,769
0.0,604.0,0,769
0.0,630.0,0,769
0.0,655.0,0,769
0.0,679.0,0,769
0.0,706.0,0,769
0.0,731.0,0,769
0.0,755.0,0,769
0.0,780.0,0,769
0.0,804.0,0,769
0.0,827.0,0,770
0.0,851.0,0,769
0.0,876.0,0,770
0.0,1007.0,0,769
0.0,1034.0,0,769
0.0,1335.0,0,769
0.0,1361.0,0,769
0.0,1679.0,0,769
0.0,1705.0,0,770
0.0,2037.0,0,769
0.0,2064.0,0,769
-3.0,2381.0,0,770
-3.0,2410.0,0,769
-3.0,2709.0,0,769
-3.0,2738.0,0,770
-3.0,3045.0,0,769
-3.0,3074.0,0,769
-3.0,3364.0,0,769
-3.0,3393.0,0,769
-3.0,3706.0,0,770
-3.0,3735.0,0,769
-3.0,4048.0,0,770
-3.0,4073.0,0,769
-3.74,4376.0,0,769
-3.74,4403.0,0,769
-3.74,4710.0,0,769
-3.74,4737.0,0,769
-3.74,5046.0,1,769
-3.74,5072.0,1,770
-3.74,5380.0,0,770
-3.74,5408.0,0,770
-3.74,5715.0,0,769
-3.74,5744.0,0,769
-3.74,6045.0,0,769
-3.74,6074.0,0,769
-4.42,6373.0,0,769
-4.42,6400.0,0,769
-4.42,6715.0,0,769
-4.42,6742.0,0,769
-4.42,7055.0,0,769
-4.42,7081.0,0,770
-4.42,7432.0,181,759
-4.42,7462.0,184,760
-4.42,7737.0,216,758
-4.42,7768.0,211,757
-4.42,8052.0,270,757
-4.42,8083.0,273,756
-3.82,8384.0,257,757
-3.82,8415.0,249,756
-3.82,8714.0,275,757
-3.82,8742.0,273,756
-3.82,9056.0,272,756
-3.82,9084.0,267,757
-3.82,9383.0,288,757
-3.82,9414.0,240,757
-3.82,9715.0,277,756
-3.82,9746.0,285,757
-3.82,10059.0,288,756
-3.82,10090.0,286,757
-3.16,10395.0,297,756
-3.16,10426.0,300,756
-3.16,10723.0,270,756
-3.16,10754.0,243,757
-3.16,11053.0,286,757
-3.16,11081.0,278,757
-3.16,11395.0,281,756
-3.16,11425.0,282,757
-3.16,11722.0,289,756
-3.16,11753.0,304,756
-3.16,12064.0,314,757
-3.16,12097.0,308,756
-3.87,12396.0,320,757
-3.87,12425.0,323,757
-3.87,12734.0,326,756
-3.87,12763.0,333,756
-3.87,13058.0,341,756
-3.87,13086.0,340,756
-3.87,13387.0,339,757
-3.87,13418.0,341,757
-3.87,13717.0,347,756
-3.87,13748.0,343,757
-3.87,14061.0,347,756
-3.87,14092.0,332,757
-4.52,14389.0,345,758
-4.52,14419.0,365,758
-4.52,14733.0,350,762
-4.52,14764.0,341,762
-4.52,15058.0,347,763
-4.52,15089.0,348,763
-4.52,15403.0,360,766
-4.52,15433.0,357,766
-4.52,15728.0,351,769
-4.52,15761.0,303,768
-4.52,16101.0,350,771
-5.14,16132.0,343,772
-5.14,16412.0,299,778
-5.14,16443.0,339,779
-5.14,16760.0,360,782
-5.14,16789.0,268,782
-5.14,16820.0,243,782
-5.14,17088.0,295,784
-5.14,17119.0,333,784
-5.14,17149.0,331,783
-5.14,17428.0,357,785
-5.14,17459.0,360,785
-5.14,17760.0,351,790
-5.14,17790.0,352,790
-5.14,17819.0,345,790
-5.14,18100.0,348,794
-4.55,18130.0,349,794
-4.55,18159.0,346,794
-4.55,18432.0,302,795
-4.55,18462.0,301,795
-4.55,18491.0,362,796
-4.55,18757.0,363,798
-4.55,18788.0,354,798
-4.55,18819.0,360,799
-4.55,19097.0,366,801
-4.55,19128.0,367,801
-4.55,19159.0,370,802
-4.55,19435.0,382,803
-4.55,19466.0,371,803
-4.55,19496.0,345,802
-4.55,19769.0,360,804
-4.55,19798.0,357,804
-4.55,19828.0,350,805
-4.55,20107.0,359,808
-3.88,20135.0,353,809
-3.88,20166.0,367,808
-3.88,20439.0,374,809
-3.88,20469.0,363,809
-3.88,20498.0,358,809
-3.88,20766.0,331,810
-3.88,20795.0,355,810
-3.88,20826.0,362,809
-3.88,21102.0,334,809
-3.88,21133.0,324,810
-3.88,21161.0,325,809
-3.88,21417.0,298,810
-3.88,21450.0,333,810
-3.88,21481.0,336,810
-3.88,21764.0,304,810
-3.88,21794.0,328,810
-3.88,21823.0,336,809
-3.88,22114.0,265,810
-3.16,22142.0,313,810
-3.16,22173.0,334,810
-3.16,22437.0,300,810
-3.16,22468.0,312,810
-3.16,22497.0,312,810
-3.16,22775.0,305,809
-3.16,22806.0,302,809
-3.16,22835.0,304,810
-3.16,23105.0,309,810
-3.16,23134.0,313,810
-3.16,23164.0,314,810
-3.16,23449.0,282,810
-3.16,23478.0,289,810
-3.16,23508.0,300,810
-3.16,23758.0,303,810
-3.16,23789.0,307,810
-3.16,23818.0,272,810
-3.16,24102.0,242,809
-3.0,24131.0,259,810
-3.0,24162.0,264,810
-3.0,24432.0,261,810
-3.0,24461.0,243,810
-3.0,24492.0,243,809
-3.0,24774.0,251,810
-3.0,24805.0,273,809
-3.0,24834.0,237,809
-3.0,25116.0,279,809
-3.0,25145.0,252,809
-3.0,25176.0,270,809
-3.0,25448.0,142,809
-3.0,25479.0,271,809
-3.0,25509.0,287,809
-3.0,25772.0,290,809
-3.0,25802.0,276,809
-3.0,25831.0,238,809
-3.0,26124.0,296,809
-3.0,26155.0,303,809
-3.0,26185.0,285,809
-3.0,26441.0,251,807
-3.0,26470.0,251,807
-3.0,26501.0,269,807
-3.0,26773.0,249,806
-3.0,26802.0,243,805
-3.0,26832.0,244,806
-3.0,27111.0,247,805
-3.0,27142.0,213,804
-3.0,27170.0,225,804
-3.0,27439.0,238,803
-3.0,27469.0,239,804
-3.0,27500.0,237,803
-3.0,27783.0,237,801
-3.0,27811.0,240,800
-3.0,27842.0,238,800
-3.0,28108.0,240,796
-3.78,28139.0,244,795
-3.78,28170.0,246,794
-3.78,28452.0,241,791
-3.78,28483.0,249,791
-3.78,28512.0,263,790
-3.78,28766.0,249,789
-3.78,28796.0,237,788
-3.78,28825.0,234,788
-3.78,29110.0,265,785
-3.78,29138.0,279,784
-3.78,29169.0,281,783
-3.78,29433.0,272,779
-3.78,29462.0,243,779
-3.78,29493.0,226,779
-3.78,29777.0,248,778
-3.78,29808.0,260,777
-3.78,29839.0,252,777
-3.78,30103.0,261,778
-3.78,30134.0,264,777
-3.09,30164.0,260,777
-3.09,30447.0,249,777
-3.09,30478.0,171,777
-3.09,30509.0,260,777
-3.09,30779.0,270,775
-3.09,30810.0,282,775
-3.09,30838.0,295,775
-3.09,31125.0,231,773
-3.09,31156.0,250,773
-3.09,31184.0,245,773
-3.09,31447.0,295,771
-3.09,31477.0,285,771
-3.09,31510.0,248,771
-3.09,31772.0,221,770
-3.09,31803.0,237,770
-3.09,31834.0,240,770
-3.09,32116.0,225,769
-3.0,32145.0,227,769
-3.0,32176.0,219,769
-3.0,32444.0,242,766
-3.0,32475.0,196,766
-3.0,32503.0,226,766
-3.0,32784.0,233,763
-3.0,32813.0,209,763
-3.0,32843.0,197,762
-3.0,33114.0,216,762
-3.0,33144.0,220,762
-3.0,33173.0,219,762
-3.0,33458.0,218,760
-3.0,33486.0,218,761
-3.0,33515.0,210,761
-3.0,33769.0,241,759
-3.0,33800.0,231,759
-3.0,33830.0,236,758
-3.0,34115.0,229,755
-3.0,34146.0,229,755
-3.0,34177.0,212,755
-3.0,34439.0,203,754
-3.0,34471.0,190,754
-3.0,34502.0,209,754
-3.0,34787.0,173,752
-3.0,34816.0,212,751
-3.0,34848.0,210,751
-3.0,35110.0,226,748
-3.0,35141.0,238,748
-3.0,35174.0,217,748
-3.0,35448.0,208,747
-3.0,35481.0,212,747
-3.0,35512.0,219,747
-3.0,35780.0,193,746
-3.0,35811.0,195,746
-3.0,35842.0,199,746
-3.0,36130.0,200,744
-3.71,36161.0,206,745
-3.71,36192.0,201,745
-3.71,36450.0,227,742
-3.71,36483.0,228,742
-3.71,36513.0,211,740
-3.71,36775.0,204,739
-3.71,36804.0,215,739
-3.71,36835.0,213,738
-3.71,37122.0,216,738
-3.71,37152.0,226,738
-3.71,37183.0,231,738
-3.71,37447.0,246,736
-3.71,37480.0,245,736
-3.71,37511.0,238,736
-3.71,37789.0,198,735
-3.71,37820.0,207,734
-3.71,37849.0,260,734
-3.71,38119.0,258,734
-4.35,38150.0,266,733
-4.35,38178.0,258,734
-4.35,38461.0,163,733
-4.35,38492.0,198,733
-4.35,38522.0,220,733
-4.35,38776.0,212,733
-4.35,38805.0,212,732
-4.35,38834.0,234,733
-4.35,39122.0,274,732
-4.35,39153.0,140,731
-4.35,39182.0,204,731
-4.35,39440.0,206,730
-4.35,39471.0,204,730
-4.35,39499.0,256,730
-4.35,39786.0,216,729
-4.35,39817.0,223,730
-4.35,39847.0,192,730
-4.35,40114.0,213,729
-4.35,40144.0,235,730
-4.93,40175.0,248,729
-4.93,40456.0,266,729
-4.93,40484.0,223,730
-4.93,40515.0,201,730
-4.93,40787.0,217,729
-4.93,40816.0,234,729
-4.93,40847.0,215,729
-4.93,41121.0,220,729
-4.93,41152.0,203,729
-4.93,41181.0,216,729
-4.93,41455.0,265,729
-4.93,41484.0,260,729
-4.93,41515.0,265,728
-4.93,41783.0,269,729
-4.93,41814.0,241,729
-4.93,41844.0,244,729
-4.93,42125.0,271,729
-5.46,42158.0,275,729
-5.46,42188.0,276,729
-5.46,42455.0,281,729
-5.46,42485.0,283,729
-5.46,42516.0,286,729
-5.46,42797.0,281,729
-5.46,42827.0,292,729
-5.46,42858.0,292,728
-5.46,43124.0,294,729
-5.46,43155.0,294,729
-5.46,43186.0,281,729
-5.46,43458.0,285,729
-5.46,43489.0,276,728
-5.46,43520.0,291,729
-5.46,43784.0,291,729
-5.46,43814.0,292,729
-5.46,43845.0,293,729
-5.46,44122.0,288,729
-5.46,44152.0,290,729
-5.94,44185.0,294,729
-5.94,44451.0,282,728
-5.94,44482.0,292,728
-5.94,44513.0,289,729
-5.94,44793.0,288,729
-5.94,44824.0,274,729
-5.94,44855.0,286,728
-5.94,45133.0,292,729
-5.94,45164.0,299,729
-5.94,45195.0,298,729
-5.94,45467.0,286,728
-5.94,45498.0,291,729
-5.94,45527.0,297,728
-5.94,45793.0,294,729
-5.94,45826.0,296,729
-5.94,45856.0,290,729
-5.94,46127.0,301,729
-5.94,46157.0,302,728
-6.39,46188.0,296,728
-6.39,46460.0,303,728
-6.39,46491.0,291,729
-6.39,46520.0,287,728
-6.39,46788.0,316,729
-6.39,46819.0,296,728
-6.39,46850.0,308,729
-6.39,47132.0,330,729
-6.39,47161.0,327,728
-6.39,47192.0,324,728
-6.39,47458.0,346,728
-6.39,47489.0,351,728
-6.39,47517.0,355,728
-6.39,47792.0,359,730
-6.39,47828.0,365,729
-6.39,47859.0,368,730
-6.39,48132.0,375,733
-6.39,48162.0,373,733
-6.8,48193.0,372,733
-6.8,48463.0,369,734
-6.8,48494.0,369,735
-6.8,48525.0,363,735
-6.8,48785.0,376,738
-6.8,48816.0,374,738
-6.8,48848.0,375,738
-6.8,49133.0,375,741
-6.8,49164.0,376,741
-6.8,49197.0,301,741
-6.8,49487.0,376,745
-6.8,49518.0,375,745
-6.8,49549.0,380,747
-6.8,49821.0,360,751
-6.8,49862.0,360,752
-6.8,49893.0,360,752
-6.8,50155.0,319,755
-7.21,50186.0,312,755
-7.21,50219.0,339,755
-7.21,50477.0,342,759
-7.21,50507.0,357,759
-7.21,50538.0,359,760
-7.21,50798.0,347,764
-7.21,50829.0,345,764
-7.21,50860.0,350,764
-7.21,51134.0,345,766
-7.21,51165.0,273,767
-7.21,51197.0,269,767
-7.21,51466.0,292,767
-7.21,51496.0,340,767
-7.21,51529.0,324,767
-7.21,51793.0,335,768
-7.21,51826.0,274,768
-7.21,51855.0,275,769
-7.21,52135.0,324,773
-7.21,52166.0,268,774
-7.61,52199.0,286,775
-7.61,52463.0,290,778
-7.61,52494.0,307,778
-7.61,52525.0,304,779
-7.61,52797.0,279,783
-7.61,52828.0,262,783
-7.61,52858.0,278,784
-7.61,53135.0,302,787
-7.61,53166.0,302,787
-7.61,53196.0,308,787
-7.61,53469.0,364,790
-7.61,53499.0,364,791
