Velocity (cm/s),Time (ms),Force (10bit ADC),Potentiometer (10bit ADC)
0.0,552.0,0,795
0.0,577.0,0,795
0.0,602.0,2,794
0.0,626.0,0,795
0.0,651.0,0,795
0.0,675.0,0,795
0.0,700.0,0,795
0.0,724.0,0,795
0.0,751.0,0,795
0.0,776.0,0,795
0.0,802.0,0,795
0.0,827.0,0,795
0.0,854.0,0,795
0.0,880.0,0,795
0.0,905.0,0,795
0.0,931.0,0,795
0.0,956.0,0,794
0.0,1226.0,0,795
0.0,1253.0,0,795
0.0,1560.0,0,795
0.0,1587.0,0,795
0.0,1892.0,0,795
0.0,1916.0,0,795
-3.0,2226.0,0,795
-3.0,2252.0,0,795
-3.0,2557.0,0,794
-3.0,2584.0,0,795
-3.0,2885.0,0,795
-3.0,2914.0,0,795
-3.0,3219.0,0,795
-3.0,3246.0,0,795
-3.0,3557.0,0,795
-3.0,3584.0,1,795
-3.0,3897.0,0,795
-3.0,3926.0,0,795
-3.53,4225.0,0,795
-3.53,4251.0,0,795
-3.53,4567.0,0,794
-3.53,4593.0,0,795
-3.53,4892.0,0,795
-3.53,4921.0,0,795
-3.53,5226.0,0,795
-3.53,5253.0,0,795
-3.53,5550.0,0,795
-3.53,5576.0,0,795
-3.53,5894.0,0,795
-3.53,5920.0,0,795
-3.96,6219.0,0,795
-3.96,6246.0,0,794
-3.96,6561.0,0,795
-3.96,6590.0,0,795
-3.96,6889.0,0,797
-3.96,6916.0,0,797
-3.96,7235.0,346,814
-3.96,7262.0,365,816
-3.96,7559.0,372,826
-3.96,7589.0,377,827
-3.96,7895.0,396,828
-3.96,7925.0,460,828
-3.56,8218.0,494,829
-3.56,8249.0,498,829
-3.56,8564.0,399,832
-3.56,8595.0,441,833
-3.56,8890.0,428,833
-3.56,8919.0,454,834
-3.56,9230.0,427,833
-3.56,9263.0,439,833
-3.56,9560.0,443,830
-3.56,9588.0,459,829
-3.56,9900.0,475,827
-3.56,9928.0,467,827
-4.03,10262.0,438,823
-4.03,10293.0,485,821
-4.03,10586.0,418,821
-4.03,10614.0,438,821
-4.03,10932.0,461,821
-4.03,10962.0,430,820
-4.03,11255.0,416,821
-4.03,11286.0,436,820
-4.03,11597.0,473,821
-4.03,11628.0,466,820
-4.03,11931.0,474,820
-4.03,11960.0,475,820
-4.42,12261.0,503,820
-4.42,12290.0,473,819
-4.42,12611.0,479,819
-4.42,12642.0,456,819
-4.42,12922.0,476,819
-4.42,12953.0,449,819
-4.42,13264.0,494,820
-4.42,13295.0,484,820
-4.42,13592.0,487,819
-4.42,13623.0,531,819
-4.42,13936.0,483,820
-4.42,13967.0,500,819
-4.74,14266.0,511,819
-4.74,14295.0,494,820
-4.74,14608.0,511,820
-4.74,14639.0,516,819
-4.74,14934.0,515,819
-4.74,14964.0,499,819
-4.74,15278.0,519,819
-4.74,15308.0,530,819
-4.74,15337.0,493,819
-4.74,15587.0,510,820
-4.74,15618.0,497,819
-4.74,15646.0,495,819
-4.74,15931.0,509,819
