Velocity (cm/s),Time (ms),Force (10bit ADC),Potentiometer (10bit ADC)
0.0,555.0,0,763
0.0,579.0,0,763
0.0,604.0,0,763
0.0,630.0,0,763
0.0,655.0,0,763
0.0,681.0,0,763
0.0,706.0,0,763
0.0,731.0,0,763
0.0,755.0,0,763
0.0,780.0,0,763
0.0,804.0,0,763
0.0,829.0,0,763
0.0,854.0,0,762
0.0,880.0,0,763
0.0,905.0,0,763
0.0,931.0,0,763
0.0,956.0,0,763
0.0,983.0,0,763
0.0,1007.0,0,763
0.0,1036.0,0,762
0.0,1062.0,0,762
0.0,1089.0,0,763
0.0,1116.0,0,763
0.0,1142.0,0,763
0.0,1169.0,0,763
0.0,1196.0,0,763
0.0,1222.0,0,763
0.0,1251.0,0,763
0.0,1277.0,0,763
0.0,1304.0,0,763
0.0,1331.0,0,763
0.0,1357.0,0,763
0.0,1386.0,0,763
0.0,1413.0,0,763
0.0,1439.0,0,763
0.0,1689.0,0,763
0.0,1716.0,0,763
0.0,1742.0,0,763
0.0,1769.0,0,763
0.0,2021.0,0,763
0.0,2048.0,0,762
0.0,2074.0,0,763
0.0,2101.0,0,763
-3.0,2361.0,0,763
-3.0,2387.0,0,762
-3.0,2414.0,0,763
-3.0,2443.0,0,763
-3.0,2678.0,0,763
-3.0,2707.0,0,763
-3.0,2734.0,0,763
-3.0,3031.0,0,763
-3.0,3059.0,0,763
-3.0,3086.0,0,763
-3.0,3115.0,1,763
-3.0,3346.0,0,763
-3.0,3375.0,0,763
-3.0,3403.0,0,763
-3.0,3684.0,0,763
-3.0,3710.0,0,763
-3.0,3739.0,0,763
-3.0,4009.0,0,763
-3.0,4036.0,0,763
-3.0,4063.0,0,763
-3.58,4352.0,0,762
-3.58,4378.0,0,763
-3.58,4407.0,0,762
-3.58,4679.0,0,763
-3.58,4708.0,0,763
-3.58,4737.0,0,762
-3.58,5023.0,0,763
-3.58,5052.0,0,763
-3.58,5081.0,0,763
-3.58,5353.0,0,762
-3.58,5382.0,12,762
-3.58,5408.0,1,761
-3.58,5695.0,184,744
-3.58,5726.0,184,743
-3.58,5754.0,207,742
-3.58,6019.0,237,737
-3.58,6049.0,213,736
-3.58,6078.0,251,737
-3.07,6352.0,219,737
-3.07,6383.0,227,736
-3.07,6412.0,227,737
-3.07,6440.0,228,736
-3.07,6682.0,199,737
-3.07,6713.0,209,737
-3.07,6744.0,197,738
-3.07,6772.0,205,737
-3.07,7022.0,211,738
-3.07,7055.0,198,739
-3.07,7086.0,187,739
-3.07,7366.0,201,740
-3.07,7403.0,177,740
-3.07,7432.0,196,742
-3.07,7460.0,179,741
-3.07,7696.0,192,745
-3.07,7727.0,172,745
-3.07,7755.0,185,746
-3.07,7784.0,190,747
-3.07,8038.0,155,752
-3.07,8069.0,182,752
-3.07,8097.0,174,753
-3.07,8128.0,173,753
-3.07,8357.0,166,755
-3.07,8388.0,166,754
-3.07,8417.0,178,755
-3.07,8448.0,184,755
-3.07,8708.0,162,756
-3.07,8738.0,178,755
-3.07,8769.0,186,755
-3.07,9021.0,143,755
-3.07,9052.0,137,755
-3.07,9082.0,147,756
-3.07,9111.0,149,755
-3.07,9363.0,136,756
-3.07,9392.0,143,756
-3.07,9420.0,146,755
-3.07,9689.0,130,756
-3.07,9717.0,115,756
-3.07,9746.0,113,757
-3.07,9775.0,133,757
-3.07,10020.0,145,756
-3.07,10049.0,158,757
-3.07,10080.0,169,756
-3.07,10110.0,162,756
-3.0,10360.0,165,757
-3.0,10393.0,82,756
-3.0,10426.0,198,756
-3.0,10457.0,184,756
-3.0,10692.0,162,757
-3.0,10725.0,179,757
-3.0,10756.0,175,756
-3.0,10784.0,186,757
-3.0,11028.0,116,757
-3.0,11057.0,56,756
-3.0,11087.0,118,756
-3.0,11116.0,171,756
-3.0,11358.0,156,757
-3.0,11388.0,154,756
-3.0,11417.0,156,756
-3.0,11702.0,142,756
-3.0,11732.0,158,757
-3.0,11761.0,160,756
-3.0,11792.0,90,757
-3.0,12027.0,154,757
-3.0,12060.0,151,757
-3.0,12091.0,104,756
-3.58,12122.0,144,756
-3.58,12367.0,159,756
-3.58,12396.0,101,757
-3.58,12427.0,100,756
-3.58,12457.0,162,756
-3.58,12699.0,175,756
-3.58,12728.0,173,757
-3.58,12759.0,98,756
-3.58,13041.0,236,757
-3.58,13072.0,222,757
-3.58,13103.0,244,757
-3.58,13371.0,123,756
-3.58,13400.0,126,756
-3.58,13430.0,199,757
-3.58,13715.0,145,756
-3.58,13746.0,167,756
-3.58,13776.0,200,757
-3.58,13809.0,129,757
-3.58,14026.0,165,756
-3.58,14057.0,225,757
-3.58,14088.0,170,756
-3.58,14120.0,197,757
-3.58,14372.0,209,757
-3.58,14403.0,225,756
-3.58,14434.0,201,757
-3.58,14465.0,227,757
-3.58,14698.0,197,757
-3.58,14731.0,202,757
-3.58,14761.0,217,757
-3.58,14792.0,181,757
-3.58,15040.0,245,757
-3.58,15071.0,235,756
-3.58,15104.0,244,756
-3.58,15134.0,244,757
-3.58,15368.0,219,757
-3.58,15398.0,227,757
-3.58,15429.0,224,757
-3.58,15460.0,152,756
-3.58,15708.0,223,756
-3.58,15738.0,229,756
-3.58,15769.0,228,757
-3.58,15798.0,200,756
-3.58,16035.0,249,757
-3.58,16066.0,223,756
-3.58,16097.0,227,757
-3.04,16128.0,232,756
-3.04,16158.0,223,756
-3.04,16363.0,235,756
-3.04,16394.0,215,757
-3.04,16422.0,220,756
-3.04,16453.0,243,756
-3.04,16482.0,213,756
-3.04,16707.0,251,757
-3.04,16738.0,208,757
-3.04,16766.0,184,757
-3.04,16797.0,188,756
-3.04,16826.0,141,757
-3.04,17035.0,214,757
-3.04,17072.0,132,757
-3.04,17100.0,197,756
-3.04,17131.0,215,757
-3.04,17162.0,204,757
-3.04,17375.0,244,757
-3.04,17403.0,209,756
-3.04,17432.0,234,757
-3.04,17463.0,233,756
-3.04,17704.0,276,757
-3.04,17735.0,291,756
-3.04,17766.0,238,756
-3.04,17797.0,277,757
-3.04,17827.0,280,756
-3.04,18042.0,288,757
-3.04,18073.0,281,756
-3.04,18104.0,273,757
-3.04,18135.0,304,756
-3.04,18163.0,272,756
-3.04,18374.0,234,756
-3.04,18405.0,161,756
-3.04,18434.0,238,756
-3.04,18462.0,255,756
