Velocity (cm/s),Time (ms),Force (10bit ADC),Potentiometer (10bit ADC)
0.0,555.0,478,770
0.0,583.0,479,770
0.0,612.0,480,770
0.0,641.0,479,769
0.0,669.0,479,770
0.0,696.0,479,770
0.0,724.0,480,771
0.0,751.0,480,771
0.0,778.0,478,770
0.0,806.0,480,770
0.0,833.0,478,770
0.0,860.0,479,770
0.0,886.0,479,770
0.0,913.0,480,770
0.0,942.0,479,770
0.0,970.0,480,770
0.0,997.0,479,770
0.0,1024.0,480,771
0.0,1052.0,480,770
0.0,1081.0,479,770
0.0,1208.0,481,770
0.0,1236.0,479,770
0.0,1265.0,480,771
0.0,1552.0,479,770
0.0,1581.0,479,770
0.0,1609.0,480,770
0.0,1873.0,478,770
0.0,1900.0,479,770
0.0,1929.0,479,770
-3.0,2222.0,479,770
-3.0,2250.0,479,769
-3.0,2279.0,479,770
-3.0,2535.0,479,769
-3.0,2566.0,479,769
-3.0,2594.0,480,770
-3.0,2879.0,504,770
-3.0,2910.0,501,770
-3.0,2940.0,510,770
-3.0,3205.0,533,770
-3.0,3235.0,523,770
-3.0,3266.0,522,769
-3.0,3577.0,518,766
-3.0,3606.0,516,766
-3.0,3635.0,516,765
-3.0,3905.0,531,760
-3.0,3936.0,506,760
-3.38,4249.0,534,759
-3.38,4278.0,514,759
-3.38,4308.0,526,759
-3.38,4577.0,507,759
-3.38,4605.0,516,759
-3.38,4636.0,534,759
-3.38,4919.0,521,760
-3.38,4950.0,528,758
-3.38,4980.0,534,759
-3.38,5246.0,523,759
-3.38,5277.0,535,759
-3.38,5306.0,518,759
-3.38,5578.0,532,758
-3.38,5609.0,536,759
-3.38,5638.0,528,759
-3.38,5900.0,537,759
-3.38,5931.0,549,759
-3.38,5959.0,535,759
-3.38,6242.0,519,758
-3.38,6270.0,502,759
-3.38,6572.0,517,759
-3.38,6602.0,502,759
-3.38,6916.0,517,759
-3.38,6944.0,526,759
-3.38,6975.0,522,758
-3.38,7245.0,523,759
-3.38,7274.0,522,759
-3.38,7305.0,522,759
-3.38,7579.0,490,759
-3.38,7610.0,522,759
-3.38,7911.0,537,758
-3.38,7942.0,536,759
-3.38,7972.0,539,758
-3.05,8245.0,538,759
-3.05,8275.0,533,759
-3.05,8306.0,535,758
-3.05,8583.0,540,759
-3.05,8611.0,529,759
-3.05,8910.0,531,759
-3.05,8941.0,529,758
-3.05,8972.0,544,759
-3.05,9252.0,541,758
-3.05,9283.0,537,759
-3.05,9314.0,528,759
-3.05,9584.0,537,758
-3.05,9615.0,542,758
-3.05,9646.0,534,759
-3.05,9914.0,540,759
-3.05,9945.0,538,758
-3.05,9975.0,541,759
-3.0,10248.0,547,758
-3.0,10278.0,533,758
-3.0,10311.0,530,759
-3.0,10577.0,523,759
-3.0,10608.0,532,759
-3.0,10639.0,526,759
-3.0,10919.0,524,759
-3.0,10948.0,524,759
-3.0,10979.0,519,759
-3.0,11245.0,528,758
-3.0,11276.0,532,759
-3.0,11307.0,521,759
-3.0,11585.0,514,758
-3.0,11616.0,522,758
-3.0,11649.0,532,758
-3.0,11917.0,510,758
-3.0,11948.0,509,758
-3.0,11978.0,521,758
-3.38,12247.0,522,759
-3.38,12275.0,529,758
-3.38,12582.0,521,759
-3.38,12613.0,526,759
-3.38,12644.0,523,759
-3.38,12912.0,522,759
-3.38,12943.0,514,758
-3.38,12974.0,520,759
-3.38,13242.0,524,759
-3.38,13273.0,511,759
-3.38,13303.0,514,759
-3.38,13584.0,518,758
-3.38,13615.0,502,759
-3.38,13645.0,517,758
-3.38,13914.0,501,758
-3.38,13944.0,484,758
-3.38,13975.0,500,759
-3.71,14254.0,502,758
-3.71,14282.0,482,759
-3.71,14583.0,503,758
-3.71,14614.0,502,759
-3.71,14645.0,498,759
-3.71,14921.0,512,759
-3.71,14950.0,523,758
-3.71,14983.0,518,758
-3.71,15251.0,492,759
-3.71,15282.0,530,759
-3.71,15579.0,507,759
-3.71,15609.0,512,758
-3.71,15923.0,496,759
-3.71,15953.0,499,758
-3.71,15984.0,503,759
-3.42,16248.0,502,759
-3.42,16279.0,501,759
-3.42,16310.0,504,759
-3.42,16590.0,509,759
-3.42,16621.0,515,758
-3.42,16650.0,489,758
-3.42,16918.0,493,759
-3.42,16949.0,492,759
-3.42,16979.0,494,758
-3.42,17258.0,503,758
-3.42,17291.0,493,758
-3.42,17586.0,515,759
-3.42,17616.0,524,759
-3.42,17645.0,507,758
-3.42,17917.0,522,759
-3.42,17948.0,498,759
-3.42,17981.0,528,759
-3.42,18012.0,515,758
-3.74,18243.0,530,759
-3.74,18272.0,524,758
-3.74,18302.0,528,758
-3.74,18331.0,530,759
-3.74,18589.0,519,759
-3.74,18620.0,511,758
-3.74,18651.0,520,759
-3.74,18917.0,533,758
-3.74,18948.0,526,758
-3.74,18978.0,531,758
-3.74,19257.0,509,759
-3.74,19288.0,515,759
-3.74,19318.0,517,758
-3.74,19351.0,517,759
-3.74,19585.0,543,759
-3.74,19615.0,527,758
-3.74,19648.0,530,759
-3.74,19679.0,541,758
-3.74,19927.0,536,759
-3.74,19957.0,541,759
-3.74,19990.0,540,759
-3.74,20021.0,539,759
-4.02,20256.0,535,759
-4.02,20285.0,545,759
-4.02,20316.0,533,759
-4.02,20346.0,537,758
-4.02,20586.0,541,759
-4.02,20617.0,535,759
-4.02,20645.0,525,759
-4.02,20674.0,544,758
-4.02,20924.0,544,759
-4.02,20955.0,538,759
-4.02,20983.0,544,758
-4.02,21014.0,536,759
-4.02,21252.0,550,758
-4.02,21282.0,531,758
-4.02,21311.0,537,759
-4.02,21342.0,548,759
-4.02,21594.0,504,759
-4.02,21624.0,494,759
-4.02,21655.0,534,759
-4.02,21686.0,512,758
-4.02,21923.0,496,758
-4.02,21954.0,538,758
-4.02,21985.0,518,759
