Velocity (cm/s),Time (ms),Force (10bit ADC),Potentiometer (10bit ADC)
80.0,557.0,343,741
0.0,585.0,344,741
0.0,612.0,343,742
0.0,641.0,343,741
0.0,669.0,343,741
0.0,700.0,344,741
0.0,727.0,334,741
0.0,755.0,339,741
0.0,782.0,336,742
0.0,808.0,337,742
0.0,835.0,335,741
0.0,862.0,337,741
0.0,886.0,337,741
0.0,915.0,337,741
0.0,942.0,336,741
0.0,972.0,337,742
0.0,999.0,338,741
0.0,1026.0,338,742
0.0,1054.0,337,742
0.0,1083.0,338,741
0.0,1112.0,338,741
0.0,1140.0,338,742
0.0,1167.0,338,742
0.0,1193.0,337,741
0.0,1251.0,337,741
0.0,1280.0,319,741
0.0,1587.0,334,741
0.0,1613.0,333,741
0.0,1642.0,334,741
0.0,1908.0,313,741
0.0,1939.0,313,741
0.0,1966.0,313,741
-3.0,2234.0,315,741
-3.0,2265.0,315,741
-3.0,2293.0,316,741
-3.0,2578.0,374,741
-3.0,2609.0,400,742
-3.0,2639.0,378,742
-3.0,2906.0,401,741
-3.0,2934.0,414,741
-3.0,2963.0,2,741
-3.0,3246.0,0,740
-3.0,3274.0,0,740
-3.0,3301.0,0,740
-3.0,3571.0,0,734
-3.0,3598.0,0,734
-3.0,3627.0,0,733
-3.0,3915.0,0,729
-3.0,3944.0,0,728
-3.0,3971.0,0,728
-3.54,4239.0,0,727
-3.54,4276.0,0,727
-3.54,4304.0,0,727
-3.54,4571.0,0,727
-3.54,4599.0,0,727
-3.54,4628.0,0,727
-3.54,4898.0,0,727
-3.54,4927.0,0,727
-3.54,4954.0,0,726
-3.54,5242.0,0,727
-3.54,5271.0,0,727
-3.54,5300.0,0,727
-3.54,5570.0,0,727
-3.54,5599.0,0,727
-3.54,5916.0,0,728
-3.54,5945.0,0,729
-3.54,5971.0,0,728
-4.04,6242.0,0,730
-4.04,6270.0,1,730
-4.04,6299.0,0,730
-4.04,6578.0,0,733
-4.04,6604.0,0,732
-4.04,6633.0,0,733
-4.04,6914.0,0,736
-4.04,6942.0,0,737
-4.04,7239.0,365,742
-4.04,7268.0,376,742
-4.04,7583.0,417,748
-4.04,7612.0,443,749
-4.04,7641.0,425,749
-4.04,7909.0,412,751
-4.04,7940.0,420,751
-4.04,8241.0,413,753
-4.04,8271.0,410,753
-4.04,8300.0,397,754
-4.04,8585.0,374,755
-4.04,8615.0,416,755
-4.04,8925.0,429,758
-4.04,8953.0,401,758
-4.04,8984.0,344,759
-4.04,9248.0,405,759
-4.04,9279.0,338,759
-4.04,9308.0,416,760
-4.04,9578.0,365,760
-4.04,9609.0,405,759
-4.04,9637.0,390,760
-4.04,9910.0,403,760
-4.04,9940.0,439,761
-4.56,10250.0,390,761
-4.56,10280.0,407,761
-4.56,10311.0,459,761
-4.56,10577.0,447,761
-4.56,10608.0,417,761
-4.56,10913.0,408,760
-4.56,10942.0,419,760
-4.56,10973.0,412,760
-4.56,11261.0,371,761
-4.56,11292.0,353,761
-4.56,11323.0,351,761
-4.56,11583.0,413,768
-4.56,11614.0,417,769
-4.56,11642.0,423,770
-4.56,11921.0,424,777
-4.56,11952.0,433,776
-4.56,11980.0,468,777
-4.06,12244.0,451,775
-4.06,12273.0,450,774
-4.06,12304.0,423,774
-4.06,12587.0,452,773
-4.06,12617.0,456,773
-4.06,12646.0,452,773
-4.06,12914.0,397,771
-4.06,12945.0,385,771
-4.06,12976.0,389,771
-4.06,13277.0,330,769
-4.06,13307.0,424,768
-4.06,13336.0,383,769
-4.06,13586.0,351,766
-4.06,13617.0,422,766
-4.06,13647.0,396,767
-4.06,13928.0,409,765
-4.06,13959.0,466,765
-4.06,13987.0,437,765
-4.57,14254.0,419,762
-4.57,14284.0,383,761
-4.57,14313.0,413,762
-4.57,14585.0,412,758
-4.57,14614.0,396,759
-4.57,14645.0,451,758
-4.57,14673.0,326,757
-4.57,14911.0,388,756
-4.57,14942.0,429,756
-4.57,14970.0,436,755
-4.57,15001.0,381,756
-4.57,15255.0,436,754
-4.57,15284.0,380,754
-4.57,15314.0,401,754
-4.57,15343.0,440,754
-4.57,15579.0,450,753
-4.57,15609.0,383,754
-4.57,15638.0,425,753
-4.57,15667.0,434,753
-4.57,15925.0,412,752
-4.57,15955.0,441,752
-4.57,15986.0,381,751
-4.57,16015.0,423,752
-5.04,16254.0,385,751
-5.04,16283.0,433,751
-5.04,16314.0,389,751
-5.04,16590.0,388,750
-5.04,16619.0,428,750
-5.04,16648.0,437,751
-5.04,16678.0,424,751
-5.04,16926.0,423,750
-5.04,16955.0,420,751
-5.04,16986.0,432,751
-5.04,17014.0,437,751
-5.04,17252.0,429,750
-5.04,17283.0,425,750
-5.04,17313.0,416,750
-5.04,17590.0,431,751
-5.04,17620.0,439,751
-5.04,17649.0,411,751
-5.04,17680.0,417,750
-5.04,17920.0,417,750
-5.04,17950.0,436,751
-5.04,17981.0,406,750
-5.04,18012.0,375,750
-5.47,18264.0,420,750
-5.47,18294.0,409,750
-5.47,18325.0,409,751
-5.47,18354.0,411,751
-5.47,18591.0,383,750
-5.47,18622.0,420,751
-5.47,18653.0,424,751
-5.47,18681.0,428,751
-5.47,18923.0,423,750
-5.47,18954.0,437,750
-5.47,18984.0,441,751
-5.47,19013.0,454,750
-5.47,19259.0,443,751
-5.47,19290.0,457,750
-5.47,19318.0,431,751
-5.47,19349.0,440,751
-5.47,19589.0,438,751
-5.47,19619.0,439,751
-5.47,19648.0,268,751
-5.47,19679.0,435,751
-5.47,19933.0,367,750
-5.47,19961.0,372,750
-5.47,19992.0,372,750
-5.47,20023.0,362,750
-5.07,20254.0,387,750
-5.07,20285.0,321,750
-5.07,20316.0,388,750
-5.07,20346.0,388,750
-5.07,20602.0,383,751
-5.07,20635.0,390,750
-5.07,20666.0,364,750
-5.07,20697.0,389,750
-5.07,20924.0,362,750
-5.07,20955.0,293,750
-5.07,20985.0,340,751
-5.07,21016.0,338,750
-5.07,21270.0,336,752
-5.07,21301.0,336,752
-5.07,21334.0,332,752
-5.07,21602.0,370,753
-5.07,21633.0,342,754
-5.07,21663.0,372,755
-5.07,21696.0,366,754
-5.07,21932.0,364,756
