Velocity (cm/s),Time (ms),Force (10bit ADC),Potentiometer (10bit ADC)
-8.0,557.0,151,778
0.0,585.0,151,777
0.0,612.0,150,778
0.0,638.0,151,778
0.0,665.0,151,778
0.0,692.0,151,778
0.0,718.0,151,777
0.0,745.0,151,778
0.0,772.0,151,777
0.0,800.0,151,778
0.0,827.0,151,777
0.0,854.0,150,777
0.0,882.0,151,777
0.0,911.0,151,777
0.0,937.0,151,778
0.0,966.0,151,777
0.0,993.0,151,778
0.0,1019.0,151,778
0.0,1048.0,152,777
0.0,1077.0,152,777
0.0,1105.0,151,777
0.0,1134.0,151,778
0.0,1163.0,151,777
0.0,1191.0,152,778
0.0,1220.0,151,777
0.0,1249.0,151,778
0.0,1280.0,151,777
0.0,1308.0,150,778
0.0,1337.0,152,778
0.0,1366.0,151,778
0.0,1392.0,151,777
0.0,1421.0,151,777
0.0,1449.0,151,778
0.0,1478.0,151,778
0.0,1507.0,151,777
0.0,1536.0,151,777
0.0,1564.0,151,778
0.0,1591.0,151,777
0.0,1619.0,151,777
0.0,1773.0,151,777
0.0,1802.0,150,778
0.0,1828.0,150,777
-8.0,2101.0,0,778
-8.0,2127.0,0,778
-8.0,2156.0,0,778
-8.0,2445.0,205,777
-8.0,2476.0,177,777
-8.0,2506.0,217,778
-8.0,2775.0,226,778
-8.0,2803.0,215,777
-8.0,2832.0,181,778
-8.0,3115.0,157,782
-8.0,3147.0,190,782
-8.0,3174.0,208,784
-8.0,3442.0,389,796
-8.0,3475.0,410,798
-8.0,3504.0,432,799
-8.0,3780.0,442,803
-8.0,3811.0,430,803
-8.0,3840.0,435,804
-8.0,4118.0,438,805
-8.0,4147.0,440,804
-8.0,4177.0,441,805
-8.0,4489.0,443,805
-8.0,4517.0,442,805
-8.0,4548.0,443,805
0.0,4829.0,392,805
0.0,4857.0,370,805
0.0,4886.0,332,805
0.0,5146.0,0,805
0.0,5171.0,0,804
0.0,5197.0,0,804
0.0,5224.0,0,804
0.0,5468.0,0,805
0.0,5494.0,0,805
0.0,5521.0,0,804
0.0,5808.0,0,804
0.0,5834.0,0,805
0.0,5861.0,0,805
0.0,6139.0,0,805
0.0,6166.0,0,805
0.0,6193.0,0,804
0.0,6219.0,0,805
-8.0,6477.0,0,805
-8.0,6506.0,0,805
-8.0,6533.0,0,804
-8.0,6563.0,119,804
-8.0,6811.0,436,790
-8.0,6842.0,471,790
-8.0,6871.0,475,789
-8.0,7153.0,457,786
-8.0,7184.0,434,786
-8.0,7213.0,363,787
-8.0,7487.0,371,787
-8.0,7518.0,340,787
-8.0,7548.0,317,788
-8.0,7577.0,327,788
-8.0,7608.0,333,790
0.0,7849.0,263,801
0.0,7878.0,237,803
0.0,7905.0,211,804
0.0,7933.0,213,805
0.0,7962.0,185,807
0.0,8187.0,143,813
0.0,8216.0,141,814
0.0,8243.0,142,814
0.0,8271.0,143,814
0.0,8300.0,143,815
0.0,8550.0,145,818
0.0,8579.0,147,818
0.0,8607.0,144,818
0.0,8636.0,122,817
0.0,8665.0,49,818
0.0,8892.0,0,818
0.0,8919.0,0,818
0.0,8943.0,0,818
0.0,8970.0,0,818
0.0,8994.0,0,818
-8.0,9248.0,0,819
-8.0,9277.0,0,817
-8.0,9304.0,0,818
-8.0,9332.0,0,818
-8.0,9359.0,0,819
-8.0,9654.0,86,819
0.0,9684.0,131,819
0.0,9713.0,192,819
0.0,9740.0,116,818
0.0,9768.0,45,819
0.0,10053.0,59,821
0.0,10082.0,53,820
0.0,10108.0,56,821
0.0,10135.0,38,821
0.0,10164.0,41,821
0.0,10432.0,0,821
0.0,10459.0,0,821
0.0,10487.0,0,821
0.0,10514.0,0,821
0.0,10543.0,0,821
0.0,10790.0,0,821
0.0,10819.0,0,821
0.0,10846.0,0,822
0.0,10874.0,0,821
0.0,10903.0,0,821
0.0,11147.0,0,821
-8.0,11175.0,0,821
0.0,11202.0,0,822
0.0,11229.0,0,822
0.0,11255.0,0,821
0.0,11558.0,0,821
0.0,11585.0,0,822
0.0,11612.0,0,822
0.0,11640.0,0,821
0.0,11667.0,0,821
0.0,11927.0,0,821
0.0,11956.0,0,821
0.0,11984.0,0,822
0.0,12011.0,0,822
0.0,12038.0,0,822
0.0,12285.0,0,822
0.0,12314.0,0,822
0.0,12341.0,0,821
0.0,12369.0,0,821
0.0,12398.0,0,822
-8.0,12677.0,0,822
-8.0,12705.0,0,822
-8.0,12732.0,0,821
-8.0,12761.0,0,822
-8.0,12789.0,0,822
-8.0,13082.0,0,822
-8.0,13111.0,0,822
-8.0,13139.0,0,821
-8.0,13168.0,0,821
-8.0,13197.0,0,822
0.0,13457.0,0,818
0.0,13486.0,0,817
0.0,13512.0,0,817
0.0,13539.0,0,816
0.0,13565.0,0,816
0.0,13834.0,0,815
0.0,13860.0,0,815
0.0,13889.0,0,815
0.0,13916.0,0,816
0.0,13942.0,0,815
0.0,14239.0,0,815
0.0,14268.0,0,815
0.0,14295.0,0,815
0.0,14321.0,0,815
0.0,14348.0,0,815
0.0,14643.0,0,815
0.0,14669.0,0,814
0.0,14698.0,0,815
0.0,14725.0,0,815
0.0,14751.0,0,815
