Velocity (cm/s),Time (ms),Force (10bit ADC),Potentiometer (10bit ADC)
0.0,552.0,0,713
0.0,579.0,0,713
0.0,604.0,0,714
0.0,630.0,0,713
0.0,655.0,0,713
0.0,679.0,0,713
0.0,702.0,0,713
0.0,727.0,0,714
0.0,751.0,0,713
0.0,776.0,0,713
0.0,800.0,0,713
0.0,825.0,0,713
0.0,849.0,0,713
0.0,876.0,0,713
0.0,901.0,0,713
0.0,927.0,0,713
0.0,952.0,0,713
0.0,978.0,0,713
0.0,1005.0,0,713
0.0,1032.0,0,713
0.0,1058.0,0,713
0.0,1085.0,0,713
0.0,1112.0,0,713
0.0,1138.0,0,713
0.0,1165.0,0,713
0.0,1193.0,0,713
0.0,1220.0,0,713
0.0,1249.0,0,713
0.0,1275.0,0,713
0.0,1302.0,0,713
0.0,1327.0,0,713
0.0,1353.0,0,714
0.0,1378.0,0,713
0.0,1404.0,0,713
0.0,1429.0,0,713
0.0,1456.0,0,712
0.0,1482.0,0,713
0.0,1509.0,0,713
0.0,1536.0,0,713
0.0,1562.0,0,713
0.0,1589.0,0,712
0.0,1615.0,0,713
0.0,1642.0,0,713
0.0,1669.0,0,713
0.0,1693.0,0,714
0.0,1720.0,0,713
0.0,1744.0,0,713
0.0,1947.0,0,713
0.0,1974.0,0,713
0.0,2000.0,0,713
0.0,2027.0,0,713
0.0,2054.0,0,713
-3.0,2289.0,0,713
-3.0,2316.0,0,713
-3.0,2344.0,0,713
-3.0,2371.0,0,713
-3.0,2398.0,1,713
-3.0,2613.0,0,713
-3.0,2639.0,0,713
-3.0,2668.0,0,713
-3.0,2697.0,0,713
-3.0,2725.0,0,713
-3.0,2957.0,0,711
-3.0,2985.0,33,710
-3.0,3016.0,60,709
-3.0,3047.0,111,709
-3.0,3078.0,161,707
-3.0,3270.0,171,702
-3.0,3301.0,240,702
-3.0,3330.0,171,701
-3.0,3360.0,203,700
-3.0,3391.0,237,699
-3.0,3614.0,232,695
-3.0,3645.0,233,694
-3.0,3674.0,249,694
-3.0,3704.0,255,694
-3.0,3735.0,256,694
-3.0,3940.0,273,692
